human_gene_name,mouse_gene_name,zou_annotation,zygote,twoC,fourC,eightC,ICM,E8,L4i,WT_mESC,PARPKO_mESC
PLEKHA1,Plekha1,maternal_1C_2C,0.310865081,0.865657357,-0.540799839,-1.18640328,0.550680681,0.802950992,-0.802950992,-0.639462992,0.639462992
GKAP1,Gkap1,maternal_1C_2C,0.603813097,1.146653766,0.441599627,-1.046733294,-1.145333196,0.804031086,-0.804031086,0.651992691,-0.651992691
POLQ,Polq,maternal_1C_2C,0.193718438,1.378308479,-0.903441576,0.03240949,-0.700994831,0.805960632,-0.805960632,0.699729236,-0.699729236
ZNF606,Zfp606,maternal_1C_2C,0.417777532,0.472553701,-0.774879936,0.96420759,-1.079658887,0.80988527,-0.80988527,0.74624302,-0.74624302
TSPAN7,Tspan7,maternal_1C_2C,1.335473116,0.85436152,-0.516255697,-0.54465811,-1.128920829,0.816709527,-0.816709527,0.740421378,-0.740421378
ARAP2,Arap2,maternal_1C_2C,0.463349396,0.458367981,1.095402583,-0.470900848,-1.546219112,0.817252077,-0.817252077,-0.870807341,0.870807341
ATP2B2,Atp2b2,maternal_1C_2C,1.275988763,0.320469216,0.442876365,-1.031640261,-1.007694082,0.817916061,-0.817916061,0.648573591,-0.648573591
WAC,Wac,maternal_1C_2C,0.204199507,0.309288279,-0.077566397,0.966496803,-1.402418192,0.81943774,-0.81943774,0.545409915,-0.545409915
MBTD1,Mbtd1,maternal_1C_2C,-0.356229421,0.05113631,-0.598741883,-0.33730247,1.241137464,0.837036942,-0.837036942,-0.817160799,0.817160799
ANO6,Ano6,maternal_1C_2C,1.222781008,0.376459565,0.349242793,-0.83077088,-1.117712485,0.838747065,-0.838747065,0.859960887,-0.859960887
EFHC2,Efhc2,maternal_1C_2C,0.585524958,0.913229396,0.327908752,-0.378493395,-1.448169711,0.839362448,-0.839362448,0.909502629,-0.909502629
GNG12,Gng12,maternal_1C_2C,0.784508771,0.590940763,0.807675285,-0.695685986,-1.487438833,0.841957076,-0.841957076,-0.670669184,0.670669184
ARID2,Arid2,maternal_1C_2C,1.305211781,0.532243221,0.172104869,-0.767764725,-1.241795146,0.84229144,-0.84229144,-0.489218014,0.489218014
KLHL26,Klhl26,maternal_1C_2C,0.869289353,1.227298228,-0.396090213,-0.786583648,-0.913913721,0.84357767,-0.84357767,-0.833599843,0.833599843
PPP4R4,Ppp4r4,maternal_1C_2C,0.778999346,0.483189256,0.814109137,-0.483959748,-1.592337991,0.853063266,-0.853063266,-0.832862022,0.832862022
PBK,Pbk,maternal_1C_2C,0.50427665,0.279876834,0.308151083,-0.612925024,-0.479379543,0.854061009,-0.854061009,0.658237197,-0.658237197
LRCH1,Lrch1,maternal_1C_2C,0.370469311,0.117957966,1.104873419,-1.281874982,-0.311425714,0.855476901,-0.855476901,0.75220313,-0.75220313
NSMCE4A,Nsmce4a,maternal_1C_2C,0.830056145,0.81285006,0.54186619,-0.766059285,-1.41871311,0.859130509,-0.859130509,0.859386303,-0.859386303
HMG20A,Hmg20a,maternal_1C_2C,0.029607256,1.311793489,0.420697511,-0.675969556,-1.0861287,0.859644813,-0.859644813,0.892980649,-0.892980649
GPR137B,Gpr137b,maternal_1C_2C,1.435255459,0.55406375,0.02238847,-0.924055041,-1.087652638,0.8705344,-0.8705344,-0.677161213,0.677161213
DSTYK,Dstyk,maternal_1C_2C,0.698677092,-0.638711585,0.251226787,-0.306204306,-0.004987988,0.870740228,-0.870740228,0.910001155,-0.910001155
AURKC,Aurkc,maternal_1C_2C,0.722289158,1.044368605,-0.481785786,0.235216059,-1.520088035,0.874284186,-0.874284186,0.721233961,-0.721233961
ENG,Eng,maternal_1C_2C,0.821358882,0.599762428,0.351616254,-0.047700416,-1.725037148,0.877576491,-0.877576491,0.894939683,-0.894939683
ZNF22,Zfp422,maternal_1C_2C,0.722992962,0.547700078,0.179133668,0.232586388,-1.682413096,0.882113722,-0.882113722,0.899545499,-0.899545499
EHBP1,Ehbp1,maternal_1C_2C,0.920609159,0.70387825,0.501293955,-1.034376332,-1.091405031,0.882368536,-0.882368536,-0.726036067,0.726036067
ZDHHC8,Zdhhc8,maternal_1C_2C,1.53187794,-0.071479456,-0.610676992,-0.757836346,-0.091885146,0.88993955,-0.88993955,0.731122407,-0.731122407
ZSWIM4,Zswim4,maternal_1C_2C,0.860455643,0.247449,0.136612784,-0.622258714,-0.622258714,0.890453369,-0.890453369,-0.891473534,0.891473534
PLAG1,Plag1,maternal_1C_2C,1.003289964,0.606465023,0.61705063,-0.898209773,-1.328595845,0.891616505,-0.891616505,-0.633498803,0.633498803
SLC2A12,Slc2a12,maternal_1C_2C,-0.459600602,0.427033923,-0.459600602,-0.459600602,0.951767884,0.89786367,-0.89786367,-0.831651965,0.831651965
EPB41L2,Epb41l2,maternal_1C_2C,0.071191635,0.425284393,1.340236422,-0.568197975,-1.268514474,0.898516952,-0.898516952,-0.653403741,0.653403741
B4GALT6,B4galt6,maternal_1C_2C,1.310159238,0.488825151,0.220344927,-0.841849133,-1.177480183,0.901686931,-0.901686931,-0.814429507,0.814429507
IFNGR2,Ifngr2,maternal_1C_2C,1.426174957,0.709657916,-0.445155416,-0.692168738,-0.998508719,0.903925109,-0.903925109,-0.880823251,0.880823251
MLXIP,Mlxip,maternal_1C_2C,-0.307334348,0.949999737,-0.285451159,-0.834149257,0.476935027,0.904710628,-0.904710628,0.825106904,-0.825106904
CLMN,Clmn,maternal_1C_2C,0.614461497,-0.084516782,1.301518527,-0.416708743,-1.4147545,0.914622267,-0.914622267,0.747316846,-0.747316846
EEPD1,Eepd1,maternal_1C_2C,0.106518622,-0.121305826,1.284882847,-0.500193924,-0.76990172,0.918768374,-0.918768374,-0.739286025,0.739286025
ZHX2,Zhx2,maternal_1C_2C,1.175003743,0.263643622,0.645178918,-1.025456342,-1.058369942,0.922042536,-0.922042536,-0.740485569,0.740485569
FGD5,Fgd5,maternal_1C_2C,0.588371911,1.026034942,-0.03927161,-0.512851181,-1.062284063,0.922255656,-0.922255656,-0.634548278,0.634548278
REC8,Rec8,hESC,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.930454218,0.930454218,-0.790365411,0.790365411
TUBB3,Tubb3,hESC,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.910186633,0.910186633,0.861221615,-0.861221615
PRDM14,Prdm14,hESC,-0.56454099,-0.56454099,-0.56454099,0.105208877,1.588414095,-0.903734977,0.903734977,0.903197273,-0.903197273
APTX,Aptx,hESC,-0.722432667,-0.693954139,-0.69523643,1.570325277,0.541297959,-0.892707561,0.892707561,-0.861203505,0.861203505
NRP1,Nrp1,hESC,-0.717963238,0.13992247,-0.617960191,-0.206680119,1.402681077,-0.890533834,0.890533834,-0.886684831,0.886684831
NFKBIB,Nfkbib,hESC,-0.666064021,-0.540787785,-0.90818109,1.092789441,1.022243454,-0.879062973,0.879062973,0.704608064,-0.704608064
ACADM,Acadm,hESC,-0.417221952,-0.508681968,-0.45865233,-0.457801707,1.842357958,-0.87731809,0.87731809,0.760631411,-0.760631411
CNPPD1,Cnppd1,hESC,-0.344489381,-0.486640552,-0.588884377,0.178933017,1.241081294,-0.876458005,0.876458005,-0.853138085,0.853138085
SSR3,Ssr3,hESC,-0.812209063,-0.756747115,-0.62611756,0.800668336,1.394405403,-0.867720137,0.867720137,0.852429815,-0.852429815
VIM,Vim,hESC,-0.431869018,-0.069964537,0.417878573,0.859785836,-0.775830855,-0.867516866,0.867516866,0.895688615,-0.895688615
RRAGA,Rraga,hESC,0.661207412,-0.073331637,-1.073697756,-0.708518137,1.194340118,-0.864478043,0.864478043,0.824949628,-0.824949628
RCOR2,Rcor2,hESC,-0.556342349,-0.556342349,-0.556342349,0.259737949,1.409289097,-0.862676374,0.862676374,0.745919766,-0.745919766
S100A10,S100a10,hESC,-0.465654588,-0.465654588,-0.464845316,-0.453319429,1.849473919,-0.862585028,0.862585028,0.894943555,-0.894943555
PGAM1,Pgam1,hESC,-0.544847813,-0.542332657,-0.545185112,-0.188248475,1.820614057,-0.861147724,0.861147724,-0.692335757,0.692335757
SNF8,Snf8,hESC,-0.683903205,-0.715760619,-0.679064422,1.523609693,0.555118553,-0.860894808,0.860894808,-0.722658259,0.722658259
ABCF3,Abcf3,hESC,-0.455278285,-0.5822072,-0.727288146,0.679212312,1.085561319,-0.860408064,0.860408064,0.726283188,-0.726283188
PRPSAP2,Prpsap2,hESC,-0.563370923,-0.522113727,-0.887160432,1.539647195,0.432997887,-0.859526672,0.859526672,-0.838796687,0.838796687
GPR19,Gpr19,hESC,0.19800518,0.091627996,-1.211931953,0.796846957,0.125451821,-0.857958219,0.857958219,0.903779552,-0.903779552
TIMMDC1,Timmdc1,hESC,-0.535643698,-0.427739935,-0.901721448,0.171632446,1.693472635,-0.854254378,0.854254378,-0.7770022,0.7770022
FERMT1,Fermt1,hESC,0.448302134,0.388379929,1.263092936,-1.086801938,-1.012973061,-0.851108615,0.851108615,-0.905967883,0.905967883
ABT1,Abt1,hESC,-0.747258891,-0.759901936,-0.730908027,0.744192973,1.49387588,-0.844085958,0.844085958,0.521013214,-0.521013214
ANP32A,Anp32a,hESC,-0.443402558,-0.444022612,-0.318179487,-0.597905661,1.803510318,-0.843894505,0.843894505,0.849133656,-0.849133656
BRK1,Brk1,hESC,-0.270057552,-0.491638095,-0.775061105,-0.312279383,1.849036133,-0.843255416,0.843255416,0.79792834,-0.79792834
CNOT10,Cnot10,hESC,-0.774490131,-0.781554515,-0.260663138,0.668222884,1.148484901,-0.841115205,0.841115205,0.870729968,-0.870729968
LAPTM4B,Laptm4b,hESC,1.135359869,0.768651276,-0.648021125,-1.337650381,0.08166036,-0.838775842,0.838775842,-0.792827471,0.792827471
AP2M1,Ap2m1,hESC,-0.580945962,-0.519779565,-0.359307268,-0.413185167,1.873217962,-0.838420262,0.838420262,0.838779813,-0.838779813
STRAP,Strap,hESC,-0.376537031,-0.514737673,-1.083878548,1.441057894,0.534095357,-0.833444398,0.833444398,0.857142014,-0.857142014
PSMB10,Psmb10,hESC,0.054229702,-0.594378577,0.484510007,-0.594378577,0.650017444,-0.833279791,0.833279791,-0.710698449,0.710698449
CAPN5,Capn5,hESC,-0.109569257,0.138471467,-0.178924571,-0.988387543,1.138409904,-0.830542846,0.830542846,0.756663912,-0.756663912
PPP1R1A,Ppp1r1a,hESC,-0.450096725,-0.450096725,-0.450096725,-0.450096725,1.800386901,-0.830196244,0.830196244,0.864417517,-0.864417517
TPM2,Tpm2,hESC,-0.788384151,-0.77809616,-0.711509661,0.853282216,1.424707756,-0.827586749,0.827586749,-0.80732428,0.80732428
DRG1,Drg1,hESC,-0.817936118,-0.76859271,-0.595529427,1.095855448,1.086202808,-0.827392236,0.827392236,-0.56380666,0.56380666
NOC2L,Noc2l,hESC,-0.559463898,-0.393162959,-0.473599151,0.162114609,1.264111398,-0.826538588,0.826538588,0.905595689,-0.905595689
GAPDH,Gapdh,hESC,-0.477284698,-0.475629142,-0.465020443,-0.479369832,1.897304115,-0.821301448,0.821301448,0.782483733,-0.782483733
PDE4B,Pde4b,hESC,-0.316227766,1.264911064,-0.316227766,-0.316227766,-0.316227766,-0.820239407,0.820239407,-0.883775569,0.883775569
UTP4,Utp4,hESC,-0.749291249,-0.71601835,-0.432752959,0.729085717,1.168976841,-0.819222936,0.819222936,-0.851899838,0.851899838
TMEM160,Tmem160,hESC,-0.681035956,-0.654183873,-0.704359301,0.571050019,1.46852911,-0.816406203,0.816406203,-0.459782627,0.459782627
PRDX6,Prdx6,hESC,-0.509112068,-0.511483177,-0.512121408,-0.336590684,1.869307337,-0.816263385,0.816263385,-0.653033177,0.653033177
TMED9,Tmed9,hESC,-0.814271993,-0.8238702,0.268188843,-0.263942657,1.633896007,-0.813092729,0.813092729,0.878676619,-0.878676619
PRPF4,Prpf4,hESC,-0.845618909,-0.538362159,0.282957761,0.05355943,1.047463877,-0.812076598,0.812076598,0.605464502,-0.605464502
SSB,Ssb,hESC,1.046026393,0.406507752,0.190239862,-0.284116981,-1.358657026,-0.810692365,0.810692365,0.69480513,-0.69480513
SDF2,Sdf2,hESC,-0.161298814,-0.376023846,-0.862113292,-0.297200702,1.696636654,-0.806747959,0.806747959,-0.753575554,0.753575554
SLC35E3,Slc35e3,hESC,0.037108199,-0.111048075,-0.672246805,-0.692940293,1.439126974,-0.804752668,0.804752668,-0.559879306,0.559879306
HSPA9,Hspa9,hESC,-0.705506288,-0.683082797,-0.689060758,0.402358061,1.675291782,-0.804158128,0.804158128,0.646008059,-0.646008059
RIC8B,Ric8b,hESC,-0.819745155,0.295787032,0.275607175,1.117527193,-0.869176245,-0.803501491,0.803501491,0.823360383,-0.823360383
MYO10,Myo10,hESC,-0.356455737,-0.698559525,0.45608564,0.340552784,0.258376838,-0.803494644,0.803494644,-0.780831606,0.780831606
MANF,Manf,hESC,-0.259465031,0.442507266,0.085244729,-0.945565295,0.677278331,-0.802064535,0.802064535,0.825036921,-0.825036921
AGA,Aga,hESC,-0.290828593,-0.271492618,-1.040573319,0.817804807,0.785089722,-0.801784668,0.801784668,0.75996183,-0.75996183
WDR81,Wdr81,hESC,-0.754606566,-0.501056989,-0.754606566,0.646526371,1.36374375,-0.801002868,0.801002868,-0.820554346,0.820554346
DSTN,Dstn,hESC,1.033714083,0.103688828,-1.027421379,-0.769522222,0.65954069,-0.797309928,0.797309928,-0.780082066,0.780082066
MTCH1,Mtch1,hESC,-0.63032941,-0.720983282,-0.041676318,-0.174397635,1.567386644,-0.795803553,0.795803553,-0.871508297,0.871508297
MRPL38,Mrpl38,hESC,-0.192066412,-0.494228816,-0.716356515,0.675358562,0.727293182,-0.795569304,0.795569304,-0.898174133,0.898174133
PSMD8,Psmd8,hESC,-0.582073032,-0.547772139,-0.567591389,-0.102940893,1.800377453,-0.793933292,0.793933292,0.512002034,-0.512002034
EMG1,Emg1,hESC,-0.696164305,-0.589999762,-0.642668848,0.251802068,1.677030847,-0.792399464,0.792399464,0.674502608,-0.674502608
GALNS,Galns,hESC,-0.295040694,-0.717321744,-0.679660804,0.081408002,1.61061524,-0.792311942,0.792311942,-0.846912248,0.846912248
ANKRD33B,Ankrd33b,hESC,-0.524227479,-0.70530395,-0.522174866,0.502448759,1.249257537,-0.788721828,0.788721828,0.866454804,-0.866454804
CKB,Ckb,hESC,-0.467235762,-0.443915707,-0.494236604,-0.464101899,1.869489973,-0.788245809,0.788245809,0.587614732,-0.587614732
JPT1,Jpt1,hESC,-0.633862373,-0.62710998,-0.660783447,0.126265759,1.79549004,-0.7881809,0.7881809,-0.54841157,0.54841157
CA3,Car3,hESC,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.786263071,0.786263071,-0.880164803,0.880164803
GLOD4,Glod4,hESC,0.328095966,-0.377997266,-0.57266636,-0.791101344,1.413669003,-0.785732858,0.785732858,-0.809596158,0.809596158
CFAP36,Cfap36,hESC,0.134641054,0.538812145,0.224670706,-1.356417985,0.45829408,-0.785716477,0.785716477,-0.54728878,0.54728878
TMEM183A,Tmem183a,hESC,-0.686893164,-0.867863645,-0.108889808,0.122756513,1.540890103,-0.785207753,0.785207753,0.870755934,-0.870755934
ZWILCH,Zwilch,hESC,-0.591359237,-1.102406412,0.900843818,0.352772359,0.440149472,-0.784971544,0.784971544,0.853873701,-0.853873701
DONSON,Donson,hESC,-0.300365547,-0.379173274,-0.751139283,-0.088697677,1.519375781,-0.783018903,0.783018903,-0.720231982,0.720231982
MRFAP1,Mrfap1,hESC,-0.420900551,-0.715699534,-0.779922542,0.204299673,1.712222953,-0.78296091,0.78296091,0.427699267,-0.427699267
ID1,Id1,hESC,-0.520338817,-0.533784787,-0.46705298,-0.339711646,1.860888231,-0.782772876,0.782772876,-0.855399459,0.855399459
COPS7A,Cops7a,hESC,-0.662811692,-0.555227929,-0.800919173,0.695914713,1.32304408,-0.782352304,0.782352304,0.833444347,-0.833444347
NVL,Nvl,hESC,-1.008195031,-0.370106041,0.318338065,0.299130935,0.760832071,-0.776750163,0.776750163,0.82019159,-0.82019159
FAHD1,Fahd1,hESC,-0.289530224,-0.557323969,-0.104443566,-0.645728565,1.597026323,-0.774740254,0.774740254,0.701776808,-0.701776808
GLI1,Gli1,hESC,-0.442550313,-0.442550313,1.045592547,0.282058392,-0.442550313,-0.774110832,0.774110832,0.724755724,-0.724755724
TUBB6,Tubb6,hESC,-0.585094016,-0.581206618,-0.620280999,0.046303267,1.740278367,-0.774077242,0.774077242,-0.86955396,0.86955396
PFAS,Pfas,hESC,-0.526982215,-0.49088023,-0.5203955,-0.125984398,1.664242344,-0.772746775,0.772746775,-0.787461281,0.787461281
TAGLN2,Tagln2,hESC,-0.480709541,-0.452173817,-0.458612792,-0.492310086,1.883806237,-0.771299832,0.771299832,0.797658715,-0.797658715
SPTBN2,Sptbn2,hESC,0.270507844,-0.17123172,-0.396158136,-0.591116601,0.887998613,-0.770896604,0.770896604,-0.860699711,0.860699711
ACTA1,Acta1,hESC,-0.504304887,-0.504304887,-0.248838751,1.467097368,-0.209648842,-0.768625535,0.768625535,-0.884363798,0.884363798
ZNF442,Zfp961,hESC,0.913122389,0.102656422,-0.457891237,-0.332868082,-0.225019492,-0.767530511,0.767530511,-0.859017925,0.859017925
HDAC3,Hdac3,hESC,0.203082018,-0.880049188,-0.10699153,0.178679136,0.605279565,-0.767305444,0.767305444,0.549981556,-0.549981556
IFT43,Ift43,hESC,-0.460408139,-0.376945841,-0.548995409,-0.502649518,1.888998907,-0.766562259,0.766562259,-0.868701001,0.868701001
MRPL21,Mrpl21,hESC,-0.561675574,-0.544405746,-0.654257704,-0.077652646,1.83799167,-0.766527234,0.766527234,0.509565337,-0.509565337
AP1G2,Ap1g2,hESC,-0.369935346,-0.49169846,-0.49169846,-0.49169846,1.845030725,-0.762627455,0.762627455,0.860241147,-0.860241147
ALDOA,Aldoa,hESC,-0.467073176,-0.428421452,-0.527810771,-0.433685746,1.856991144,-0.762615326,0.762615326,0.639352267,-0.639352267
METAP1D,Metap1d,hESC,-0.447182586,-0.610747241,-0.623653978,0.063106841,1.618476963,-0.761330479,0.761330479,-0.825704806,0.825704806
CCT2,Cct2,hESC,-0.758303499,-0.490156327,-0.808198332,0.427098957,1.629559201,-0.76132452,0.76132452,-0.866608016,0.866608016
TRNAU1AP,Trnau1ap,hESC,-1.074665612,-0.768481264,-0.079636539,0.551195093,1.371588323,-0.760751667,0.760751667,0.901019627,-0.901019627
NAA10,Naa10,hESC,-0.534811494,-0.423195127,-0.424341317,-0.450607539,1.832955476,-0.759781005,0.759781005,0.903016567,-0.903016567
COPZ1,Copz1,hESC,-0.489204547,-0.629491652,-0.633536135,-0.095136847,1.847369181,-0.757732542,0.757732542,0.642104536,-0.642104536
MTHFD1L,Mthfd1l,hESC,-0.397733791,-0.609797137,-0.446417428,-0.423715822,1.877664178,-0.757597498,0.757597498,0.891259008,-0.891259008
MICOS10,Micos10,hESC,-0.499473788,-0.447648374,-0.802675205,0.921983353,0.827814014,-0.757310849,0.757310849,0.781329338,-0.781329338
CDKN2AIPNL,Cdkn2aipnl,hESC,-0.048181265,-0.070141003,-0.650224538,-0.946424896,1.714971703,-0.757129009,0.757129009,-0.687396534,0.687396534
LMAN2,Lman2,hESC,-0.321152375,-0.059785601,-0.426174073,-0.759971635,1.567083685,-0.756796422,0.756796422,0.811190325,-0.811190325
NT5DC2,Nt5dc2,hESC,-0.411226947,-0.519752916,-0.519752916,-0.153566714,1.604299494,-0.75563872,0.75563872,-0.903279056,0.903279056
PFN1,Pfn1,hESC,-0.640887523,-0.608503546,-0.524203427,-0.060535073,1.834129569,-0.755575732,0.755575732,-0.594023768,0.594023768
PDLIM1,Pdlim1,hESC,0.712281889,0.504892068,-0.799594198,-1.404527599,0.98694784,-0.755331571,0.755331571,-0.804861654,0.804861654
AIG1,Aig1,hESC,1.020017461,-0.321803612,0.291387855,0.088974857,-1.07857656,-0.755144637,0.755144637,-0.881496201,0.881496201
PHB2,Phb2,hESC,-0.509324234,-0.483150574,-0.454126685,-0.406993918,1.853595411,-0.752593348,0.752593348,0.845057085,-0.845057085
EXOSC10,Exosc10,hESC,-0.911482166,-0.910286881,-0.157522768,0.921140428,1.058151387,-0.749566348,0.749566348,0.695225342,-0.695225342
CLN6,Cln6,hESC,0.099535953,-0.077195625,-0.87961807,-0.58001753,1.437295272,-0.749505087,0.749505087,-0.669027281,0.669027281
GGCT,Ggct,hESC,0.61181883,0.982266499,0.010365899,-1.534499651,-0.069951577,-0.748884495,0.748884495,-0.897100501,0.897100501
OSTC,Ostc,hESC,-0.252483093,-0.758167497,-1.159800709,1.06376539,1.106685909,-0.747892896,0.747892896,0.604421382,-0.604421382
SNCA,Snca,hESC,-0.482782069,-0.482782069,0.2589368,-0.482782069,1.189409407,-0.74771481,0.74771481,-0.871683859,0.871683859
ACTC1,Actc1,hESC,-0.378410458,-0.378410458,-0.071936991,-0.378410458,1.207168364,-0.747243786,0.747243786,-0.892730123,0.892730123
MAP6,Map6,hESC,-0.316227766,-0.316227766,-0.316227766,-0.316227766,1.264911064,-0.745767643,0.745767643,0.818824513,-0.818824513
SPP1,Spp1,hESC,-0.384079095,-0.3871085,-0.384588959,-0.373024496,1.528801051,-0.744317969,0.744317969,0.889792243,-0.889792243
TSEN34,Tsen34,hESC,-0.29687785,-0.558934245,-0.634429313,0.497183763,0.993057645,-0.742277012,0.742277012,-0.701620955,0.701620955
NOP14,Nop14,hESC,-0.384105198,-0.716398349,-0.742438695,0.806703014,1.036239227,-0.739463521,0.739463521,0.763644849,-0.763644849
ARPC4,Arpc4,hESC,-0.291454391,-0.517098431,-0.788259209,-0.230511526,1.827323557,-0.738792723,0.738792723,0.754063998,-0.754063998
PDIA3,Pdia3,hESC,-0.665638483,-0.625969015,-0.217480355,-0.08610669,1.595194543,-0.738555563,0.738555563,0.863934717,-0.863934717
PTBP2,Ptbp2,hESC,0.923337368,-0.068766038,1.01641185,-0.693512777,-1.177470403,-0.738500398,0.738500398,-0.889485224,0.889485224
BLMH,Blmh,hESC,-0.474058582,-0.324682236,0.792057459,-0.559275327,0.565958686,-0.738303657,0.738303657,-0.748503145,0.748503145
PTPRN,Ptprn,hESC,-0.354730386,-0.354730386,-0.172057648,-0.354730386,1.236248805,-0.738208445,0.738208445,-0.866544032,0.866544032
UBQLN4,Ubqln4,hESC,-0.360114931,-0.318058154,0.003873673,-0.943952396,1.618251809,-0.737185968,0.737185968,0.870724695,-0.870724695
CAPNS1,Capns1,hESC,-0.571158827,-0.560828353,-0.290805088,-0.445934861,1.868727129,-0.736892022,0.736892022,0.824247004,-0.824247004
PLCB3,Plcb3,hESC,-0.196181157,-0.716175829,-0.685198492,0.763295358,0.83426012,-0.735212917,0.735212917,0.898663499,-0.898663499
PCTP,Pctp,hESC,0.36419797,0.651808972,-0.564197854,-1.368313194,0.916504106,-0.73520129,0.73520129,-0.828744358,0.828744358
FKBP4,Fkbp4,hESC,-0.814141557,-0.531795443,-0.582966619,0.189606427,1.739297191,-0.734173751,0.734173751,0.908719706,-0.908719706
MAP4K4,Map4k4,hESC,-1.052913093,-0.665778124,-0.176905005,0.396521571,1.499074652,-0.734039855,0.734039855,0.804365785,-0.804365785
GSPT2,Gspt2,hESC,-0.466177043,-0.466177043,-0.466177043,1.613561219,-0.215030089,-0.731670087,0.731670087,0.89787782,-0.89787782
DDX49,Ddx49,hESC,-0.867374415,-0.790923279,-0.531724673,1.040127542,1.149894824,-0.730204371,0.730204371,-0.676583553,0.676583553
EIF4E2,Eif4e2,hESC,-0.77860888,-0.741490414,-0.73885912,0.927470935,1.331487478,-0.7289683,0.7289683,0.803127749,-0.803127749
ECHS1,Echs1,hESC,-0.517901852,-0.397405456,-0.25052031,-0.587912323,1.753739941,-0.728767631,0.728767631,0.620702028,-0.620702028
G6PD,G6pdx,hESC,-0.17013484,-0.237745162,-0.145876063,-1.13453297,1.688289035,-0.728434245,0.728434245,0.888598528,-0.888598528
SLTM,Sltm,hESC,-0.706946851,-0.719485393,-0.714913385,0.55495721,1.586388419,-0.728295678,0.728295678,0.745061678,-0.745061678
RUVBL1,Ruvbl1,hESC,-0.27904728,-0.323296643,-0.558360303,-0.674154143,1.834858369,-0.728008739,0.728008739,0.801138605,-0.801138605
ANXA6,Anxa6,hESC,-0.445594413,-0.471783534,-0.436964308,-0.519404668,1.873746923,-0.727542959,0.727542959,-0.872043143,0.872043143
SMIM10L1,Smim10l1,hESC,-0.648933317,-0.647504867,-0.363989786,-0.141868163,1.802296133,-0.726908118,0.726908118,0.886071537,-0.886071537
COMMD4,Commd4,hESC,-0.482196729,-0.393223866,-0.486718376,-0.493241732,1.855380703,-0.72422743,0.72422743,0.693389421,-0.693389421
STMN3,Stmn3,hESC,-0.646107675,0.409295874,-0.544499381,0.489854337,0.291456844,-0.723860005,0.723860005,0.905587253,-0.905587253
SSBP1,Ssbp1,hESC,-0.588996827,-0.623620188,-0.687931803,0.097668589,1.802880229,-0.723677616,0.723677616,0.876845607,-0.876845607
LPAR2,Lpar2,hESC,-0.434149139,-0.434149139,-0.434149139,-0.357726095,1.660173511,-0.722802577,0.722802577,-0.886524271,0.886524271
C12orf75,1500009L16Rik,hESC,1.564212963,0.176247908,-0.239512197,-0.964256966,-0.536691708,-0.722058874,0.722058874,-0.839085497,0.839085497
TADA3,Tada3,hESC,0.120664822,-0.048505823,0.912074778,-0.914480327,-0.06975345,-0.721408988,0.721408988,0.906900171,-0.906900171
TANGO6,Tango6,hESC,-0.540592433,-0.336177879,-0.496852291,1.626471978,-0.252849375,-0.721144227,0.721144227,-0.886946025,0.886946025
ECD,Ecd,hESC,-0.726557405,-0.742337878,-0.340024227,0.600843807,1.208075703,-0.721111144,0.721111144,0.858326106,-0.858326106
PELP1,Pelp1,hESC,-0.847318742,-0.795461343,0.656138712,-0.283845507,1.270486879,-0.719749951,0.719749951,-0.90123787,0.90123787
GSS,Gss,hESC,-0.432243734,0.105363904,-0.601603419,-0.264796047,1.193279296,-0.719477404,0.719477404,0.903783427,-0.903783427
PTCH1,Ptch1,hESC,-0.741597793,-0.219316983,-0.40195998,1.061232433,0.301642322,-0.718987133,0.718987133,-0.888848349,0.888848349
TUBB2B,Tubb2b,hESC,-0.481317752,-0.480737014,-0.454768436,-0.471026141,1.887849343,-0.718803524,0.718803524,0.889747748,-0.889747748
LSM3,Lsm3,hESC,-0.670061155,-0.625598784,-0.753483563,0.448770947,1.600372554,-0.718652764,0.718652764,0.899778129,-0.899778129
EIF6,Eif6,hESC,-0.811093898,-0.786394565,-0.484293812,0.443925602,1.637856674,-0.71794798,0.71794798,0.490602583,-0.490602583
PCSK1N,Pcsk1n,hESC,-0.562077681,-0.562077681,-0.562077681,0.059918353,1.626314689,-0.717417871,0.717417871,0.832888283,-0.832888283
YIF1A,Yif1a,hESC,-0.459194065,-0.474020541,-0.466801801,-0.447472996,1.847489402,-0.714444644,0.714444644,0.871575563,-0.871575563
ATF4,Atf4,hESC,-0.791012474,-0.703977767,-0.440012115,0.166955146,1.76804721,-0.713281851,0.713281851,0.908406099,-0.908406099
ZNF695,Zfp595,hESC,-0.428726503,0.309974595,-0.81688829,-0.738550428,1.674190626,-0.712638906,0.712638906,0.88536445,-0.88536445
ZNF695,Zfp595,hESC,-0.428726503,0.309974595,-0.81688829,-0.738550428,1.674190626,-0.712638906,0.712638906,0.88536445,-0.88536445
WRAP53,Wrap53,hESC,-0.487413177,-0.732441632,-0.366822329,1.452266085,0.134411053,-0.71229853,0.71229853,-0.392274042,0.392274042
DNAJB11,Dnajb11,hESC,-0.808017742,-0.676754127,0.197737754,-0.389465425,1.67649954,-0.710878842,0.710878842,0.885375131,-0.885375131
