"","PARPKO_r1","PARPKO_r2","PARPKO_r3","WT_r1","WT_r2","WT_r3"
"ENSMUSG00000026094",947,869,2190,818,730,1427
"ENSMUSG00000102405",0,0,0,0,0,0
"ENSMUSG00000026341",3170,2903,4291,3531,3459,3938
"ENSMUSG00000079658",2396,2259,3147,3366,3045,3307
"ENSMUSG00000100959",0,1,0,0,0,0
"ENSMUSG00000026342",642,638,1145,904,863,1268
"ENSMUSG00000025940",557,571,1286,577,571,1101
"ENSMUSG00000101015",0,0,0,0,0,0
"ENSMUSG00000026343",2,0,2,0,4,0
"ENSMUSG00000025779",2,3,16,6,6,1
"ENSMUSG00000100093",0,0,1,0,0,1
"ENSMUSG00000091020",67,77,54,100,89,84
"ENSMUSG00000026344",2,0,15,1,0,1
"ENSMUSG00000101640",0,0,5,0,2,0
"ENSMUSG00000104133",0,0,0,0,0,0
"ENSMUSG00000042686",272,234,592,97,86,301
"ENSMUSG00000025777",11,6,20,3,4,3
"ENSMUSG00000100272",0,0,0,0,0,0
"ENSMUSG00000101589",2,1,7,5,3,9
"ENSMUSG00000102048",0,0,1,2,1,1
"ENSMUSG00000089534",0,0,0,0,0,0
"ENSMUSG00000042807",151,161,228,89,79,109
"ENSMUSG00000098443",0,0,0,0,0,0
"ENSMUSG00000087949",0,0,0,0,0,0
"ENSMUSG00000102868",0,0,0,2,0,0
"ENSMUSG00000119657",0,0,0,0,0,0
"ENSMUSG00000025776",65,66,102,15,23,49
"ENSMUSG00000099895",0,0,0,0,0,0
"ENSMUSG00000100554",0,0,2,0,0,0
"ENSMUSG00000099473",0,0,0,0,0,0
"ENSMUSG00000099591",1,1,2,1,0,0
"ENSMUSG00000102001",0,0,0,0,0,0
"ENSMUSG00000101717",0,0,0,0,0,0
"ENSMUSG00000025983",29,30,62,28,21,71
"ENSMUSG00000025774",0,0,0,0,0,0
"ENSMUSG00000073735",0,0,0,0,0,0
"ENSMUSG00000041303",1690,1578,3442,2016,1920,3242
"ENSMUSG00000109809",1,0,0,1,0,0
"ENSMUSG00000049690",42,52,74,106,110,108
"ENSMUSG00000067773",0,0,0,0,0,0
"ENSMUSG00000101685",2,2,1,0,0,2
"ENSMUSG00000101306",0,0,0,0,0,0
"ENSMUSG00000104519",3,0,0,1,0,0
"ENSMUSG00000088800",0,0,0,0,0,0
"ENSMUSG00000102723",0,0,0,0,0,0
"ENSMUSG00000101644",0,0,0,0,0,0
"ENSMUSG00000103824",0,0,0,0,0,0
"ENSMUSG00000099433",0,0,0,0,0,0
"ENSMUSG00000101385",0,0,0,0,0,0
"ENSMUSG00000042596",0,0,0,0,0,1
"ENSMUSG00000100720",3,1,3,2,2,6
"ENSMUSG00000073678",1373,1251,3042,1087,1046,1719
"ENSMUSG00000104136",0,1,11,0,0,6
"ENSMUSG00000101130",0,0,0,0,0,1
"ENSMUSG00000036155",382,338,876,538,539,671
"ENSMUSG00000104039",0,0,0,0,0,0
"ENSMUSG00000104378",1,0,0,4,3,1
"ENSMUSG00000099471",2,2,1,3,4,2
"ENSMUSG00000106307",0,0,0,0,0,0
"ENSMUSG00002075922",0,0,0,0,0,0
"ENSMUSG00000065687",0,0,0,0,0,0
"ENSMUSG00000103390",0,0,0,0,0,0
"ENSMUSG00000025927",0,2,0,1,2,0
"ENSMUSG00000101117",0,0,1,0,0,0
"ENSMUSG00000100204",7,2,9,6,9,9
"ENSMUSG00002076883",0,0,0,0,0,0
"ENSMUSG00000102597",0,0,0,0,0,0
"ENSMUSG00000097260",167,156,452,291,252,283
"ENSMUSG00000073482",2,1,10,0,2,2
"ENSMUSG00000026347",12,13,29,22,22,22
"ENSMUSG00000026348",2,5,10,4,4,6
"ENSMUSG00000026510",1285,1212,3462,1468,1412,2677
"ENSMUSG00000043760",179,156,421,307,274,424
"ENSMUSG00000091806",0,1,1,0,0,0
"ENSMUSG00000101853",1,0,1,0,0,0
"ENSMUSG00000104095",1,1,13,1,0,3
"ENSMUSG00000090142",0,0,5,1,2,0
"ENSMUSG00000070175",0,0,0,0,0,0
"ENSMUSG00000099906",0,0,0,0,0,0
"ENSMUSG00000065559",0,0,0,0,0,0
"ENSMUSG00000065480",0,0,0,0,0,0
"ENSMUSG00000025929",0,0,0,0,0,0
"ENSMUSG00000026349",5368,5171,11798,6478,5999,10846
"ENSMUSG00000041872",36,31,69,26,24,27
"ENSMUSG00000052331",81,85,163,107,91,300
"ENSMUSG00000026234",82437,78415,207463,103534,98416,188976
"ENSMUSG00000102503",0,0,0,0,0,0
"ENSMUSG00000064837",0,0,0,0,0,0
"ENSMUSG00002075552",0,0,0,0,0,0
"ENSMUSG00000104627",6,2,14,3,3,5
"ENSMUSG00000102642",0,0,9,1,1,0
"ENSMUSG00002076827",0,0,0,0,0,0
"ENSMUSG00000064823",1,1,0,1,2,3
"ENSMUSG00000026509",806,803,2099,770,664,1911
"ENSMUSG00000110510",0,0,0,1,0,0
"ENSMUSG00000104415",4,2,13,1,0,13
"ENSMUSG00000026237",0,1,1,1,0,7
"ENSMUSG00000036574",3,0,0,5,3,6
"ENSMUSG00000101328",2,0,0,0,2,1
"ENSMUSG00000051590",0,0,7,0,0,3
"ENSMUSG00000041859",9465,9045,18438,13295,12903,19544
"ENSMUSG00000099714",0,0,0,0,0,0
"ENSMUSG00000102121",0,0,0,0,0,0
"ENSMUSG00000088858",0,0,0,0,0,0
"ENSMUSG00000025982",11984,11288,25524,16915,16080,31619
"ENSMUSG00000103030",0,0,0,0,0,0
"ENSMUSG00000026238",7661,7339,15524,13343,12688,3566
"ENSMUSG00000025931",299,284,472,233,199,195
"ENSMUSG00000077314",0,0,0,0,0,0
"ENSMUSG00000100929",0,0,0,0,0,0
"ENSMUSG00000041809",141,111,239,79,70,151
"ENSMUSG00000026239",799,798,1494,875,841,1252
"ENSMUSG00000102927",8,5,4,5,3,2
"ENSMUSG00000025981",472,457,817,577,594,721
"ENSMUSG00000101122",9,9,21,18,10,32
"ENSMUSG00000041779",430,455,816,644,570,942
"ENSMUSG00000099971",0,0,0,1,1,6
"ENSMUSG00000036104",1509,1394,2884,2040,1938,2945
"ENSMUSG00000025933",55,51,84,43,44,76
"ENSMUSG00000102633",0,0,0,1,1,3
"ENSMUSG00000026240",1053,956,1722,1403,1339,2018
"ENSMUSG00002075077",0,0,0,0,0,0
"ENSMUSG00000103609",0,0,2,1,5,6
"ENSMUSG00000070565",630,559,1886,862,721,1521
"ENSMUSG00000026241",9,5,11,30,38,48
"ENSMUSG00000102326",2,0,0,1,1,0
"ENSMUSG00000102391",0,0,0,0,1,0
"ENSMUSG00000087632",0,1,2,0,0,1
"ENSMUSG00000103808",4,2,0,1,1,0
"ENSMUSG00000025980",10980,10699,25595,18753,17884,28881
"ENSMUSG00000073676",1210,1141,1439,2022,1955,1347
"ENSMUSG00000100736",1,2,9,4,0,10
"ENSMUSG00000089670",0,1,8,1,2,1
"ENSMUSG00000025934",134,104,147,488,489,410
"ENSMUSG00000036086",1349,1257,2573,1791,1733,2259
"ENSMUSG00000104164",76,78,468,167,148,447
"ENSMUSG00000058603",10,9,19,38,38,30
"ENSMUSG00000102782",8,11,21,13,12,8
"ENSMUSG00000103999",3,3,10,7,4,4
"ENSMUSG00000033488",110,97,297,104,122,242
"ENSMUSG00000067750",0,1,0,0,0,0
"ENSMUSG00000041722",0,0,0,0,0,0
"ENSMUSG00000025979",1486,1468,2959,2110,2032,2491
"ENSMUSG00000085507",0,0,0,0,0,0
"ENSMUSG00000094926",0,0,0,0,0,0
"ENSMUSG00000085079",0,0,0,0,0,0
"ENSMUSG00000053333",657,598,1375,796,775,1892
"ENSMUSG00000100225",0,0,0,0,0,0
"ENSMUSG00000100768",1,0,0,0,1,0
"ENSMUSG00000104121",2,1,5,1,1,3
"ENSMUSG00000102383",2,0,0,1,1,0
"ENSMUSG00000104400",1,1,0,3,0,0
"ENSMUSG00000102293",1,1,5,0,0,4
"ENSMUSG00000102649",5,2,0,2,1,2
"ENSMUSG00000084106",15,11,38,8,4,40
"ENSMUSG00000102571",0,3,1,0,3,0
"ENSMUSG00000102956",0,0,0,0,0,0
"ENSMUSG00000103984",7,2,27,6,6,30
"ENSMUSG00000025978",9,10,38,16,11,26
"ENSMUSG00000046994",576,532,1114,886,817,1104
"ENSMUSG00000026246",6,4,8,20,24,20
"ENSMUSG00000079440",0,1,0,0,0,0
"ENSMUSG00000100940",0,0,0,0,0,0
"ENSMUSG00000028033",22,12,72,1,4,14
"ENSMUSG00000036500",0,0,0,2,1,8
"ENSMUSG00000104138",0,0,0,0,0,0
"ENSMUSG00000082935",62,84,29,83,78,13
"ENSMUSG00000103748",0,0,0,0,0,0
"ENSMUSG00000025977",47,38,120,63,60,96
"ENSMUSG00000100215",438,418,347,549,517,450
"ENSMUSG00000101945",0,0,0,0,0,0
"ENSMUSG00000101085",0,2,0,3,2,0
"ENSMUSG00000038349",3,8,25,10,10,10
"ENSMUSG00000102145",1,1,0,0,0,0
"ENSMUSG00000100309",0,0,0,0,0,0
"ENSMUSG00000056211",3638,3325,10825,5660,5368,11936
"ENSMUSG00000102831",0,0,0,0,0,0
"ENSMUSG00000101535",0,0,0,0,0,0
"ENSMUSG00000104239",0,2,0,2,4,8
"ENSMUSG00000102491",0,0,0,0,0,0
"ENSMUSG00000102179",1,3,0,2,8,0
"ENSMUSG00000103497",1,2,0,1,2,0
"ENSMUSG00000065520",0,0,0,0,0,0
"ENSMUSG00000100944",0,0,0,0,0,0
"ENSMUSG00000101332",0,0,0,0,0,0
"ENSMUSG00000026247",16,19,27,14,16,45
"ENSMUSG00000026353",1943,1880,5140,3135,3026,5396
"ENSMUSG00000036480",8,12,25,23,13,33
"ENSMUSG00000026589",9,7,3,4,12,17
"ENSMUSG00000103021",1,0,1,1,0,0
"ENSMUSG00000103501",0,0,0,0,0,0
"ENSMUSG00000026354",4,3,13,3,3,2
"ENSMUSG00000102245",2,0,0,0,0,0
"ENSMUSG00000103962",0,0,0,0,0,0
"ENSMUSG00000102789",0,0,0,0,0,0
"ENSMUSG00000004031",51,55,85,18,29,38
"ENSMUSG00000026251",7,6,24,13,9,11
"ENSMUSG00000026355",9221,8723,16688,12932,12189,19928
"ENSMUSG00000026356",6331,5926,11472,7770,7434,11776
"ENSMUSG00000088196",0,0,0,0,0,0
"ENSMUSG00000100152",0,0,0,0,0,0
"ENSMUSG00000100941",0,0,0,0,0,0
"ENSMUSG00000088432",0,0,0,0,0,0
"ENSMUSG00000026253",6,3,18,8,6,1
"ENSMUSG00000100078",35,27,51,34,36,55
"ENSMUSG00000045382",65,48,95,59,40,114
"ENSMUSG00000099403",0,0,0,0,0,0
"ENSMUSG00000097283",0,0,0,0,0,0
"ENSMUSG00000064737",0,0,0,0,0,0
"ENSMUSG00000042581",3,4,1,2,1,0
"ENSMUSG00000103742",0,0,0,0,0,3
"ENSMUSG00000103637",0,0,0,0,0,0
"ENSMUSG00000104130",0,0,0,0,0,0
"ENSMUSG00000089648",0,0,2,3,3,8
"ENSMUSG00000094122",0,0,0,0,0,1
"ENSMUSG00000102800",0,0,0,0,0,0
"ENSMUSG00000103803",0,0,0,0,0,0
"ENSMUSG00000103281",0,0,0,0,0,0
"ENSMUSG00000100623",0,0,0,1,0,0
"ENSMUSG00000086633",0,0,0,0,0,0
"ENSMUSG00000026401",0,0,5,1,1,0
"ENSMUSG00000104419",0,0,0,0,0,0
"ENSMUSG00000089057",0,0,0,0,0,0
"ENSMUSG00000102606",1,0,0,1,0,0
"ENSMUSG00000103314",0,0,0,0,0,2
"ENSMUSG00000039377",2,4,31,4,3,17
"ENSMUSG00000026254",3173,3025,9937,6618,6442,11522
"ENSMUSG00000101468",0,0,0,0,0,0
"ENSMUSG00000088318",0,0,0,0,0,0
"ENSMUSG00000073730",0,0,0,0,0,0
"ENSMUSG00000089553",0,0,0,0,0,0
"ENSMUSG00000102766",0,1,0,0,0,0
"ENSMUSG00000065405",0,0,0,0,0,0
"ENSMUSG00000097970",3,1,7,2,4,4
"ENSMUSG00000065567",0,0,0,0,0,0
"ENSMUSG00000100775",0,2,0,4,2,3
"ENSMUSG00000101226",0,0,0,0,0,0
"ENSMUSG00000026255",80,87,113,148,127,187
"ENSMUSG00000026158",521,449,1433,475,441,1287
"ENSMUSG00000097920",18,13,34,23,20,51
"ENSMUSG00000026156",28,27,33,45,38,83
"ENSMUSG00000073481",607,611,684,834,740,949
"ENSMUSG00000088559",0,1,0,0,0,1
"ENSMUSG00002076207",0,0,0,0,0,0
"ENSMUSG00000039349",97,96,302,134,129,301
"ENSMUSG00000026587",16,18,36,7,5,20
"ENSMUSG00000103762",1,0,0,0,0,0
"ENSMUSG00000103971",0,0,0,0,0,0
"ENSMUSG00000070103",0,0,0,0,0,0
"ENSMUSG00000102508",0,0,0,0,0,0
"ENSMUSG00000102618",0,0,0,0,0,0
"ENSMUSG00000026620",232,221,600,256,235,547
"ENSMUSG00000102784",0,0,0,1,1,1
"ENSMUSG00000026155",855,749,2713,1293,1118,3299
"ENSMUSG00000026154",242,227,186,279,256,220
"ENSMUSG00000102495",0,1,0,0,0,0
"ENSMUSG00000073530",3,2,0,0,1,5
"ENSMUSG00000047661",0,1,0,1,0,0
"ENSMUSG00000061992",1,2,0,1,1,3
"ENSMUSG00000104169",0,0,0,0,0,0
"ENSMUSG00000040782",375,324,1333,498,514,1127
"ENSMUSG00000103572",1,1,13,8,6,9
"ENSMUSG00000103186",3,1,10,4,1,6
"ENSMUSG00002074853",0,0,0,0,0,3
"ENSMUSG00000105399",0,0,0,0,0,0
"ENSMUSG00000103289",0,0,0,0,0,0
"ENSMUSG00000103389",0,0,0,0,0,0
"ENSMUSG00000039318",2187,1950,4145,2472,2297,3785
"ENSMUSG00002075146",0,0,0,0,0,0
"ENSMUSG00000105770",0,0,0,0,1,0
"ENSMUSG00000063558",37,20,110,32,32,74
"ENSMUSG00000026153",1169,1102,2923,1632,1471,2817
"ENSMUSG00000102398",0,0,0,0,0,3
"ENSMUSG00000097670",0,0,0,0,0,0
"ENSMUSG00000015829",1,0,0,1,3,2
"ENSMUSG00000103225",0,0,0,0,0,0
"ENSMUSG00000073528",0,0,0,0,0,0
"ENSMUSG00000103719",0,0,0,0,0,0
"ENSMUSG00000088145",0,0,0,0,0,0
"ENSMUSG00000090394",2,5,9,2,0,6
"ENSMUSG00000064294",16,15,63,28,18,31
"ENSMUSG00000089275",0,0,0,0,0,0
"ENSMUSG00000026618",3092,2968,6627,4157,3999,7408
"ENSMUSG00000065581",0,0,0,0,0,0
"ENSMUSG00000065562",0,0,0,0,0,0
"ENSMUSG00000102526",11,12,19,24,20,42
"ENSMUSG00000026725",1,1,0,0,0,0
"ENSMUSG00000038242",25,30,66,8,10,10
"ENSMUSG00000089822",0,0,6,0,0,1
"ENSMUSG00000026617",1143,1129,2057,1681,1495,1934
"ENSMUSG00000058267",920,925,1435,1064,1043,1513
"ENSMUSG00000014226",10164,9859,28492,14545,13532,28870
"ENSMUSG00000103006",3,4,3,0,0,0
"ENSMUSG00000079554",5,2,0,2,2,9
"ENSMUSG00000103839",19,13,190,33,30,79
"ENSMUSG00000026147",11,5,43,5,8,2
"ENSMUSG00000051223",7312,7011,15103,9041,8391,9719
"ENSMUSG00000026615",12755,12059,34336,19689,18946,41289
"ENSMUSG00000118510",0,0,0,0,0,0
"ENSMUSG00000026614",26,29,72,46,27,54
"ENSMUSG00000103799",0,0,0,0,0,0
"ENSMUSG00000102546",0,0,1,0,1,0
"ENSMUSG00000039246",386,372,1005,420,401,825
"ENSMUSG00000103056",4,2,31,8,7,8
"ENSMUSG00002076007",0,0,0,0,0,0
"ENSMUSG00000103449",0,0,0,0,0,0
"ENSMUSG00000102790",0,0,0,0,0,0
"ENSMUSG00000102217",0,0,0,0,0,0
"ENSMUSG00000048000",3969,3819,12195,6194,5846,14243
"ENSMUSG00000119117",0,0,0,0,1,1
"ENSMUSG00000079436",0,2,0,4,2,0
"ENSMUSG00002076368",1,0,0,1,0,2
"ENSMUSG00000026141",2,0,0,0,1,0
"ENSMUSG00000026258",4,5,0,0,0,0
"ENSMUSG00000026034",6027,5783,11343,6526,6227,13090
"ENSMUSG00000026721",452,468,1395,434,402,1048
"ENSMUSG00000039239",75,70,158,16,20,21
"ENSMUSG00000089045",0,0,0,0,0,0
"ENSMUSG00000100393",1,0,0,0,0,0
"ENSMUSG00000102619",0,0,0,0,2,0
"ENSMUSG00000001305",2226,2108,4302,2563,2417,3517
"ENSMUSG00000104302",0,1,0,1,0,0
"ENSMUSG00000089204",0,0,0,0,0,0
"ENSMUSG00000097935",9,9,37,11,16,13
"ENSMUSG00000103522",0,0,0,0,0,0
"ENSMUSG00000104312",7,10,37,25,27,58
"ENSMUSG00000103693",0,0,0,0,0,3
"ENSMUSG00000104026",0,0,0,1,0,1
"ENSMUSG00000039224",550,502,1427,1210,1117,1462
"ENSMUSG00000118401",0,3,0,2,1,0
"ENSMUSG00000104424",0,0,0,0,0,0
"ENSMUSG00000104020",0,0,0,0,0,0
"ENSMUSG00000103391",0,0,0,0,3,0
"ENSMUSG00000103432",0,0,1,2,0,0
"ENSMUSG00000077759",0,0,0,0,0,0
"ENSMUSG00000102172",0,0,0,0,0,0
"ENSMUSG00000103200",0,1,0,0,1,0
"ENSMUSG00000103632",4,6,7,3,8,6
"ENSMUSG00000104053",0,0,12,3,0,3
"ENSMUSG00000103631",0,0,0,0,0,0
"ENSMUSG00000077648",0,0,0,0,0,0
"ENSMUSG00000057499",1,2,1,0,1,0
"ENSMUSG00000026259",36,52,40,18,26,32
"ENSMUSG00000026035",548,530,1015,583,545,691
"ENSMUSG00000026611",5,4,18,10,6,8
"ENSMUSG00000089831",0,0,0,0,0,0
"ENSMUSG00000106839",0,0,0,1,0,0
"ENSMUSG00000107163",0,0,0,0,0,0
"ENSMUSG00000079434",1,0,0,1,0,0
"ENSMUSG00000091123",0,0,0,0,0,0
"ENSMUSG00000040423",866,782,2192,962,935,1578
"ENSMUSG00000103343",1,2,0,10,5,0
"ENSMUSG00000103846",0,0,7,1,0,0
"ENSMUSG00000103739",2,4,6,2,5,3
"ENSMUSG00000026036",1383,1260,2180,1938,1693,2040
"ENSMUSG00000026715",6,7,18,1,4,11
"ENSMUSG00000103222",0,0,0,2,1,1
"ENSMUSG00000103680",2,0,2,0,1,0
"ENSMUSG00000043467",378,338,965,430,392,809
"ENSMUSG00000104016",1,0,23,3,1,1
"ENSMUSG00000026037",3364,3308,7501,5664,5358,7721
"ENSMUSG00000119442",2,8,18,11,3,22
"ENSMUSG00000039210",891,820,2112,1185,1141,2062
"ENSMUSG00000104394",131,116,80,99,73,91
"ENSMUSG00000104245",46,38,148,85,76,153
"ENSMUSG00000026610",5,3,13,3,1,3
"ENSMUSG00000103401",0,0,0,0,0,0
"ENSMUSG00000118492",0,0,0,0,0,0
"ENSMUSG00000103577",0,0,0,0,0,0
"ENSMUSG00000103732",0,0,0,0,0,0
"ENSMUSG00000104482",0,0,0,0,0,0
"ENSMUSG00000038174",523,514,1190,717,620,1110
"ENSMUSG00000026032",636,562,1744,917,907,1419
"ENSMUSG00000100202",0,0,0,0,0,1
"ENSMUSG00000099490",0,0,0,0,0,0
"ENSMUSG00000026430",99,105,107,98,97,154
"ENSMUSG00000059647",0,0,0,0,0,0
"ENSMUSG00000026609",3,3,1,2,2,0
"ENSMUSG00000047528",4,2,18,4,9,16
"ENSMUSG00000101046",0,0,0,0,0,0
"ENSMUSG00000077235",0,0,0,0,0,0
"ENSMUSG00000084550",0,0,0,0,0,0
"ENSMUSG00000042349",42,63,127,179,173,361
"ENSMUSG00000102027",0,0,1,0,0,1
"ENSMUSG00000026031",284,264,720,248,209,425
"ENSMUSG00000100236",0,0,1,0,0,1
"ENSMUSG00000026029",71,82,93,46,51,106
"ENSMUSG00000102719",0,0,0,0,0,0
"ENSMUSG00000064440",0,0,0,0,0,0
"ENSMUSG00000080463",0,0,0,0,0,0
"ENSMUSG00000064816",0,0,0,0,0,0
"ENSMUSG00000084667",0,0,0,0,0,0
"ENSMUSG00000077220",0,0,0,0,0,0
"ENSMUSG00000065160",0,0,0,0,0,0
"ENSMUSG00000065735",0,0,0,0,0,0
"ENSMUSG00002075950",0,0,0,0,0,0
"ENSMUSG00000064968",0,0,0,0,0,0
"ENSMUSG00000065228",0,0,0,0,0,0
"ENSMUSG00000101093",0,0,0,0,0,0
"ENSMUSG00000026028",1437,1443,2715,1918,1799,2562
"ENSMUSG00000070960",4,13,1,6,9,4
"ENSMUSG00000088620",0,0,0,0,0,0
"ENSMUSG00000082159",0,0,0,0,0,0
"ENSMUSG00000026425",2368,2199,5321,3057,2913,5402
"ENSMUSG00000102733",0,0,0,1,2,1
"ENSMUSG00000104060",2,2,0,0,1,0
"ENSMUSG00000101778",0,0,8,4,3,3
"ENSMUSG00000099959",0,0,0,0,0,1
"ENSMUSG00002076189",0,0,0,0,0,0
"ENSMUSG00000026058",7,10,14,7,4,14
"ENSMUSG00000064688",0,0,0,0,0,0
"ENSMUSG00000103482",0,0,0,0,0,0
"ENSMUSG00000104498",0,0,0,0,0,0
"ENSMUSG00000104313",0,1,0,0,0,0
"ENSMUSG00000102865",0,0,0,0,0,0
"ENSMUSG00000055184",251,237,375,316,307,338
"ENSMUSG00000102321",0,0,0,0,0,0
"ENSMUSG00000091318",0,1,0,0,0,2
"ENSMUSG00000089489",0,0,0,0,0,0
"ENSMUSG00000104433",0,0,0,0,0,0
"ENSMUSG00002076392",0,0,0,0,0,0
"ENSMUSG00000026432",2,3,7,4,2,3
"ENSMUSG00000102926",0,0,0,0,0,0
"ENSMUSG00000095841",1,0,0,3,0,0
"ENSMUSG00000100497",0,0,0,0,0,0
"ENSMUSG00000102917",0,0,1,0,0,0
"ENSMUSG00000100481",0,5,1,0,0,0
"ENSMUSG00000100590",2,0,0,0,1,0
"ENSMUSG00000088750",0,0,0,1,0,0
"ENSMUSG00000101754",0,0,0,0,0,0
"ENSMUSG00000065223",0,0,0,0,0,0
"ENSMUSG00000103087",2,0,1,2,2,2
"ENSMUSG00000100318",0,0,0,1,0,0
"ENSMUSG00000101612",0,0,0,0,0,5
"ENSMUSG00000065260",0,0,0,0,0,0
"ENSMUSG00000026709",1959,1855,2688,1891,1924,1937
"ENSMUSG00000102864",0,0,0,0,0,0
"ENSMUSG00000026134",1647,1500,3367,2398,2190,3450
"ENSMUSG00000101682",2,3,2,6,6,7
"ENSMUSG00000004552",0,0,0,0,0,1
"ENSMUSG00000026605",4417,4195,14291,5687,5482,12728
"ENSMUSG00000103374",0,0,0,0,0,0
"ENSMUSG00000026027",249,236,480,315,298,617
"ENSMUSG00000052688",6,7,17,1,2,0
"ENSMUSG00000072295",9,4,6,12,13,14
"ENSMUSG00000047383",0,0,0,0,0,0
"ENSMUSG00000077616",0,0,0,0,0,0
"ENSMUSG00000026604",1425,1281,2895,1100,1047,2156
"ENSMUSG00000042268",18,21,54,23,20,28
"ENSMUSG00000102248",0,0,0,0,0,0
"ENSMUSG00000097925",1,0,14,5,5,13
"ENSMUSG00000026603",368,293,556,306,293,360
"ENSMUSG00000103467",1,2,2,3,6,9
"ENSMUSG00000042251",294,295,524,307,263,648
"ENSMUSG00000013275",924,933,1749,1845,1767,2103
"ENSMUSG00000093064",0,0,1,0,0,1
"ENSMUSG00002075368",0,0,0,0,0,0
"ENSMUSG00000026433",110,107,197,250,233,376
"ENSMUSG00000100026",1,1,0,3,0,1
"ENSMUSG00000026434",7204,6926,13848,9749,9276,14089
"ENSMUSG00000103569",20,11,40,34,45,39
"ENSMUSG00000103975",0,0,0,0,0,0
"ENSMUSG00000038079",709,701,1291,802,708,1123
"ENSMUSG00000026700",1,0,0,0,2,0
"ENSMUSG00000089872",608,580,1317,999,951,1662
"ENSMUSG00000066755",3,4,3,1,1,1
"ENSMUSG00002076072",0,0,0,0,0,0
"ENSMUSG00000102860",0,0,0,0,0,0
"ENSMUSG00000102399",9,8,0,7,11,7
"ENSMUSG00000000817",1,1,0,1,1,0
"ENSMUSG00000103625",1,0,1,1,2,6
"ENSMUSG00000026634",1036,962,2172,1473,1313,1942
"ENSMUSG00000040297",1500,1521,3998,1737,1579,3434
"ENSMUSG00000102254",0,3,0,2,0,0
"ENSMUSG00000037568",256,274,569,112,110,187
"ENSMUSG00000103723",0,0,0,0,0,0
"ENSMUSG00000103964",2,1,5,1,0,1
"ENSMUSG00000086277",2,1,0,0,2,3
"ENSMUSG00000026698",193,184,226,224,195,287
"ENSMUSG00000103393",0,0,0,0,0,0
"ENSMUSG00000066595",228,242,368,366,336,310
"ENSMUSG00000057072",16,13,70,15,15,21
"ENSMUSG00000079550",8,5,40,12,9,15
"ENSMUSG00000099563",0,1,0,0,0,0
"ENSMUSG00000026632",112,107,323,169,107,285
"ENSMUSG00000040265",2,6,12,2,5,3
"ENSMUSG00000062510",662,604,1009,603,513,846
"ENSMUSG00000102994",0,0,0,0,0,0
"ENSMUSG00000103576",4,1,21,6,7,11
"ENSMUSG00000078190",4,1,15,3,4,13
"ENSMUSG00000070126",0,0,0,0,0,0
"ENSMUSG00000065516",0,0,0,0,0,0
"ENSMUSG00000089933",0,0,0,0,0,0
"ENSMUSG00000066752",0,0,0,0,0,0
"ENSMUSG00000026630",3,9,35,3,0,8
"ENSMUSG00000091017",0,0,0,0,0,0
"ENSMUSG00000026628",42,37,130,54,56,109
"ENSMUSG00002076612",0,0,0,0,0,0
"ENSMUSG00000026024",2355,2264,4728,2660,2469,4367
"ENSMUSG00000103685",6,6,15,0,1,10
"ENSMUSG00000026694",605,590,1132,587,586,975
"ENSMUSG00000037499",52,63,134,63,53,65
"ENSMUSG00000026627",222,226,527,280,268,489
"ENSMUSG00000026023",11,4,6,6,4,15
"ENSMUSG00000104502",5,4,5,16,9,13
"ENSMUSG00000026626",1148,1112,2710,2034,1952,3035
"ENSMUSG00000103433",2,3,7,3,5,13
"ENSMUSG00000104341",0,0,0,0,0,1
"ENSMUSG00000102246",10,16,22,9,10,19
"ENSMUSG00000026696",379,347,541,455,450,655
"ENSMUSG00000091743",0,0,0,0,0,2
"ENSMUSG00000026697",0,1,0,0,0,2
"ENSMUSG00000091060",0,0,0,0,0,0
"ENSMUSG00000037474",2273,2219,4631,2818,2664,4521
"ENSMUSG00000037461",1540,1429,2267,2351,2313,2487
"ENSMUSG00000102970",3,4,14,4,5,15
"ENSMUSG00000026623",1025,940,3200,1213,1185,2537
"ENSMUSG00000119660",0,0,0,0,1,0
"ENSMUSG00000064845",0,1,1,1,0,5
"ENSMUSG00000102596",0,0,0,0,0,0
"ENSMUSG00000026622",2413,2294,4738,3602,3357,5996
"ENSMUSG00000037434",577,498,1229,736,704,1013
"ENSMUSG00000040225",9696,9221,41476,18261,17287,39101
"ENSMUSG00000098259",4,6,0,0,2,3
"ENSMUSG00000026017",176,196,550,178,170,393
"ENSMUSG00000026692",2,2,17,2,2,1
"ENSMUSG00000037395",133,114,321,159,148,267
"ENSMUSG00000102755",0,0,0,0,0,0
"ENSMUSG00000040181",2,1,7,6,7,4
"ENSMUSG00000026442",226,249,641,147,127,356
"ENSMUSG00000073664",1201,1165,3727,1641,1574,3392
"ENSMUSG00000100516",0,0,0,0,0,0
"ENSMUSG00000088911",0,0,0,0,0,0
"ENSMUSG00000026443",15,14,41,104,115,127
"ENSMUSG00002075842",0,0,0,0,0,0
"ENSMUSG00000102709",0,0,0,2,1,0
"ENSMUSG00000040170",0,0,0,0,0,0
"ENSMUSG00000104057",0,0,0,0,0,0
"ENSMUSG00000049439",556,550,1298,593,552,1021
"ENSMUSG00000103822",2,3,0,3,1,4
"ENSMUSG00000049866",665,618,1651,364,366,830
"ENSMUSG00000101736",0,0,1,0,0,0
"ENSMUSG00000058248",96,71,162,14,16,41
