"","zygote_r1","zygote_r2","twoC_r1","twoC_r2","fourC_r1","fourC_r2","eightC_r1","eightC_r2","ICM_r1","ICM_r2"
"CCDC8",18,14,12,0,0,2,0,16,8,0
"ENSG00000189348",2,0,2,10,75,208,22,63,0,0
"ZSCAN4",54,0,84,332,4208,17764,14631,44969,0,260
"ENSG00000268536",0,2,2,5,0,0,7,10,0,0
"FEM1A",16,12,19,30,16,4,0,2,14,0
"ENSG00000269604",0,0,0,0,0,0,0,0,0,0
"TICAM1",14,4,8,28,8,0,6,0,4,0
"ENSG00000267484",0,0,0,0,0,0,0,0,0,0
"PLIN3",49,28,38,26,3,0,32,21,43,49
"ARRDC5",0,0,0,0,0,0,0,0,7,2
"UHRF1",15419,12022,12542,7996,6170,6192,1430,778,88,142
"ENSG00000267059",0,0,0,0,0,0,0,0,0,0
"UQCR11",27,12,26,32,22,12,17,14,522,437
"MIR4747",0,0,0,0,0,0,0,0,0,0
"RNU6-1223P",0,0,0,0,0,0,0,0,0,0
"FUT3",0,0,0,0,0,0,0,20,4,32
"ENSG00000289539",0,0,0,0,2,0,21,130,0,0
"RN7SL150P",0,0,0,0,0,0,0,0,0,0
"ENSG00000277013",0,0,0,0,0,50,60,68,2,0
"WDR88",0,0,0,0,0,0,2,0,4,0
"ENSG00000289378",0,0,0,0,0,0,0,0,2,0
"LRP3",4,2,0,0,4,0,0,0,2,2
"ENSG00000267054",0,0,0,0,0,0,0,0,0,0
"ENSG00000273420",0,0,0,0,0,0,0,0,0,0
"SLC7A10",0,0,0,0,0,0,0,0,2,0
"ENSG00000267714",0,0,0,0,0,0,0,4,4,0
"ENSG00000270212",0,0,0,0,0,0,0,0,0,0
"ENSG00000267580",0,0,0,0,0,0,0,0,0,0
"ENSG00000267727",0,0,0,0,0,0,0,0,0,0
"CEBPA-DT",0,0,0,0,0,0,0,0,2,0
"ENSG00000267130",0,0,0,0,0,0,0,0,4,0
"ENSG00000243864",0,0,0,0,0,0,0,0,0,0
"ENSG00000266899",0,0,0,0,0,0,0,0,0,0
"CEBPG",894,1196,1080,976,585,748,374,831,430,912
"ENSG00000266985",0,0,0,0,2,2,0,0,0,0
"RPL21P131",0,0,0,2,0,0,8,16,22,8
"OAZ1",592,1144,888,1131,344,357,1062,2913,4894,9338
"ENSG00000273734",0,0,0,0,0,0,0,0,0,0
"PEAK3",0,0,0,0,0,0,0,0,0,0
"ENSG00000288156",0,0,0,0,2,0,0,4,0,2
"LINGO3",0,2,4,0,0,0,0,0,0,2
"PRODH2",0,0,0,0,0,0,0,0,2,0
"PET100",35,28,64,13,35,17,116,177,63,63
"STXBP2",2,0,0,1,0,1,0,4,2,0
"PEPD",10,16,18,18,14,0,3,5,156,207
"FAM187B",0,0,0,2,0,0,0,0,0,0
"FAM187B2P",0,0,0,0,0,0,0,0,0,0
"ENSG00000271366",0,0,0,0,0,0,0,0,0,0
"ENSG00000268947",0,0,0,0,0,0,0,0,2,0
"ENSG00000288942",2,0,0,0,0,0,0,0,0,0
"USF2",8,50,64,70,48,82,14,28,16,42
"HAMP",0,0,0,0,0,0,0,2,0,0
"MAG",0,2,0,0,0,0,0,0,4,36
"LSR",15,5,24,26,20,7,7,26,167,17
"ENSG00000268034",0,2,0,4,0,2,6,8,14,24
"ENSG00000269800",2,0,2,0,9,0,2,2,0,0
"ENSG00000268355",0,0,0,0,14,0,18,0,0,0
"ENSG00000268027",0,0,0,6,21,0,6,11,10,0
"CEACAM21",0,0,0,0,0,0,0,0,4,1
"ENSG00000280014",0,0,0,0,0,0,0,0,1,0
"ENSG00000269266",0,0,0,0,0,0,0,0,0,0
"CEACAM4",0,0,0,0,0,0,0,0,4,0
"ENSG00000268997",0,0,0,0,0,0,0,0,0,0
"ENSG00000269354",0,0,0,0,0,0,0,0,0,0
"ENSG00000268582",0,0,0,0,0,0,0,0,0,0
"CEACAM7",0,0,0,0,4,0,0,0,3,36
"CEACAM5",0,0,0,2,0,62,0,0,16,0
"ENSG00000267881",0,0,0,0,0,0,0,0,0,0
"CEACAM6",0,0,0,0,2,0,8,0,149,211
"LOC112268252",0,0,0,0,0,0,0,0,0,0
"CEACAM3",0,0,0,4,0,4,0,2,5,1
"ENSG00000269119",0,0,2,0,0,0,0,0,0,0
"ENSG00000278239",14,33,21,2,21,97,14,0,4,0
"LYPD4",170,624,264,482,177,234,30,76,8,0
"DMRTC2",60,116,92,122,59,144,12,4,0,0
"RPS19",5271,6756,6859,10811,7410,9758,10762,28399,13937,19028
"MIR6797",0,0,0,0,0,0,0,0,3,0
"ERFL",4,4,4,3,6,4,2,0,0,0
"RABAC1",10,22,18,29,13,8,12,27,26,48
"ENSG00000285505",0,0,0,0,0,0,0,0,0,0
"ATP1A3",0,0,0,0,0,0,0,0,4,0
"CD79A",0,0,0,0,0,0,0,0,0,0
"ENSG00000289748",0,0,0,0,0,0,0,0,0,0
"BCL2L12",144,162,144,248,85,101,33,176,381,362
"ENSG00000259108",0,0,0,0,5,4,158,256,0,0
"DNASE2",2,0,2,0,0,0,22,6,42,139
"ENSG00000267277",0,0,0,0,0,0,0,0,0,0
"ENSG00000202357",0,0,0,0,0,0,0,0,0,0
"MIR7974",0,0,0,0,0,0,0,0,0,0
"RN7SL833P",0,0,0,0,0,0,0,0,0,0
"ELOF1",268,452,484,592,576,484,314,795,368,494
"CRX",2,0,0,0,0,0,0,0,0,2
"TPRX1",0,0,0,0,56,199,701,1508,0,0
"FCHO1",76,58,88,136,46,3,6,4,10,3
"PRKACA",40,52,66,62,32,22,16,109,15,20
"SMIM46",0,0,0,0,0,0,0,0,0,0
"ENSG00000276030",0,0,0,0,0,0,0,0,0,0
"HAVCR1P1",0,0,0,0,0,0,0,1,4,0
"FPR1",0,0,0,0,0,0,0,0,2,0
"TYK2",62,90,110,152,37,4,16,46,38,96
"ZNF550",70,92,117,136,50,128,90,152,24,22
"TPRX2",0,0,0,0,54,417,358,1045,2,0
"SULT2A1",0,0,0,0,7,28,32,39,18,20
"ACTMAP",166,186,172,306,128,272,46,136,62,62
"SNRPA",54,96,52,122,46,68,15,23,416,136
"MIA",0,0,0,0,0,0,0,0,0,0
"ITPKC",0,0,1,0,0,2,0,0,10,40
"ENSG00000167807",0,0,0,0,0,0,0,0,0,0
"ENSG00000268400",0,0,0,0,0,0,0,0,0,0
"MAST1",0,0,0,2,0,0,2,0,16,1
"PLA2G4C",307,289,357,541,383,338,93,237,7,2
"PLA2G4C-AS1",0,0,0,0,0,0,0,0,2,0
"ENSG00000269534",0,0,0,0,1,0,0,0,0,0
"ENSG00000269321",0,0,0,0,0,4,0,0,0,0
"ZSWIM9",0,0,0,0,4,0,0,1,2,2
"CARD8",101,72,103,89,39,28,24,1,22,19
"ENSG00000280353",0,0,0,0,0,0,0,0,2,0
"ENSG00000268583",0,11,0,0,0,0,0,0,0,0
"CARD8-AS1",0,0,0,0,0,0,0,4,0,0
"ZNF114-AS1",0,0,0,0,0,0,0,1,26,15
"ZNF114",24,2,2,0,0,2,42,120,210,505
"ODAD1",4,2,8,8,0,4,0,0,2,0
"EMP3",0,2,0,8,2,0,6,6,14,9
"LIG1",85,102,58,177,74,52,19,80,46,72
"MOB3A",14,40,42,24,16,0,18,0,13,18
"IZUMO4",0,2,2,0,0,0,2,0,6,2
"RPL31P60",0,0,0,0,0,0,0,0,1,0
"FAAP24",118,88,98,112,28,132,40,70,41,84
"OR7C1",6,16,8,4,6,20,50,86,18,14
"PCSK4",10,6,1,7,2,4,0,2,4,10
"ERVK3-1",5,20,17,33,14,16,40,37,30,38
"PDE4C.1",0,0,0,0,0,0,0,7,0,0
"ZSCAN5C",2,4,1,2,328,575,112,102,0,0
"PINLYP",4,0,0,0,2,4,0,2,38,24
"SELENOV",0,0,0,0,0,0,0,0,2,0
"DPRX",24,58,24,22,34,110,2433,2468,18,90
"NLRP11",11543,12637,17830,12830,14314,19563,4374,3553,4,26
"CCDC194",0,0,0,0,0,0,2,0,0,2
"VN1R4",0,0,0,0,0,0,4,12,2,0
"SMIM44",0,0,0,0,0,0,0,0,0,0
"ARHGAP35",94,44,118,132,173,100,67,80,84,19
"NPAS1",24,30,28,22,34,0,2,0,14,0
"TMEM160",18,7,25,14,12,0,205,85,290,259
"ZC3H4",7,37,15,30,68,40,299,740,223,256
"SAE1",420,613,702,539,238,235,176,378,363,555
"BBC3",0,0,0,0,0,2,0,0,16,0
"MIR3190",0,0,0,0,0,0,0,0,0,0
"MIR3191",0,0,0,0,0,0,0,0,0,0
"ENSG00000286669",0,0,0,0,0,0,0,0,0,0
"CCDC9",4,10,14,20,24,14,14,38,20,10
"INAFM1",0,0,0,2,4,0,4,2,4,14
"CENPBD2P",0,1,0,14,4,0,4,66,8,8
"LENG8-AS1",0,0,0,0,0,0,0,3,2,0
"ENSG00000267530",0,0,0,0,0,0,6,0,2,6
"NACC1",4,5,0,9,6,2,8,0,9,5
"PSMD8",76,68,88,148,44,86,278,518,1308,2204
"AP3D1",34,22,52,6,27,50,11,17,99,258
"ANGPTL6",1,4,12,0,0,0,7,0,2,0
"RELB",4,2,0,0,0,0,23,4,0,8
"CLASRP",6,22,16,16,12,37,20,4,18,6
"RNU6-611P",0,0,0,0,0,0,0,3,0,0
"ZNF296",8,2,4,4,12,6,74,104,44,26
"ENSG00000267348",2,0,0,8,6,2,6,35,2,10
"GEMIN7",1,1,2,2,0,3,2,6,8,13
"ENSG00000267346",0,0,0,0,0,0,0,0,0,0
"TBC1D17",8,10,2,0,3,18,6,8,6,4
"NUP62",243,294,195,213,145,149,80,60,121,287
"IZUMO2",10,0,0,4,0,0,0,0,0,0
"ENSG00000276002",3,1,2,0,0,0,0,0,0,0
"U2AF2",53,79,75,132,72,22,29,37,14,25
"MAP3K10",0,8,0,0,2,6,0,2,4,1
"TTC9B",4,0,0,0,1,0,2,4,0,0
"CCNP",370,404,190,246,84,290,28,0,0,0
"AKT2",227,204,206,383,254,194,48,64,58,34
"ENSG00000205041",0,0,0,0,0,0,0,0,0,0
"MIR641",0,0,0,0,0,0,0,0,0,0
"RNU6-945P",0,0,0,0,0,0,0,0,0,0
"C19orf47",54,56,90,71,86,62,37,131,32,45
"ENSG00000207281",0,0,0,0,0,0,0,0,0,0
"ENSG00000206925",0,0,0,0,0,0,0,0,0,1
"ENSG00000279759",0,0,0,0,0,0,0,0,0,0
"BLVRB",0,0,0,0,0,0,41,77,68,208
"CNOT3",47,78,66,72,60,72,38,32,61,58
"DPP9-AS1",0,0,0,0,0,0,0,0,0,0
"ENSG00000287884",0,0,0,0,0,0,0,0,0,0
"MIR7-3",0,0,0,0,0,0,0,0,0,0
"ENSG00000288742",0,0,0,0,0,0,0,0,2,0
"ENSG00000289845",0,0,0,0,0,0,0,0,2,0
"ENSG00000253392",96,104,86,110,42,15,7,24,0,0
"ENSG00000267147",0,6,0,0,0,0,1,0,0,0
"ENSG00000268081",0,2,0,4,0,2,0,14,7,4
"ENSG00000269072",20,53,31,48,16,102,8,1,0,0
"ENSG00000267383",129,268,120,181,79,51,145,211,1073,1162
"ENSG00000225872",0,0,0,0,0,2,2,2,20,0
"LINC00906",0,0,0,0,0,0,0,0,4,0
"LOC124904731",0,0,0,0,0,0,0,0,6,0
"ENSG00000289428",0,0,0,6,14,0,4,0,8,0
"ENSG00000289246",0,0,0,0,0,0,0,0,0,0
"LOC101928450",0,0,0,0,0,0,28,34,0,4
"ENSG00000290166",0,0,0,0,0,0,0,0,0,0
"ENSG00000267191",0,0,0,0,0,0,0,0,0,10
"ENSG00000225975",42,44,39,16,22,0,4,0,10,0
"ZNF470-DT",0,0,2,16,42,48,14,30,2,0
"ZIM2-AS1",0,0,4,0,2,30,40,84,14,4
"ENSG00000289297",0,0,0,0,8,0,18,8,0,0
"LINC02987",10,26,8,14,7,11,84,271,12,8
"LOC105372321",296,563,446,144,112,244,780,416,102,74
"ENSG00000289985",0,0,0,0,2,0,38,11,10,7
"ENSG00000289543",2,0,8,0,2,0,0,0,0,0
"LINC01785",0,0,0,0,0,0,1,0,2,0
"ENSG00000267475",23,4,22,0,0,18,0,8,2,2
"LIPE-AS1",22,11,29,26,0,0,8,24,7,15
"LOC124904643",0,0,0,0,0,0,0,0,0,4
"BICRA-AS2",1,0,2,0,0,0,0,0,2,0
"ENSG00000267751",0,0,0,1,0,0,51,119,8,2
"ENSG00000288837",0,0,0,0,0,0,0,0,0,0
"ENSG00000290058",8,6,2,12,8,0,18,0,0,0
"RANBP3-DT",0,0,0,0,0,0,6,6,0,0
"LOC105372480",28,46,23,64,18,8,33,56,3,8
"ZNF8-DT",4,3,0,0,10,24,17,6,3,6
"ENSG00000290068",0,0,0,0,0,0,0,0,0,0
"ENSG00000290070",0,0,0,0,0,0,0,0,0,0
"ENSG00000289255",2,2,0,0,0,0,0,0,4,0
"PCAT19",8,0,2,8,53,58,268,64,6,4
"ENSG00000242779",12,113,31,84,24,0,10,9,65,128
"ZNF667-AS1",253,325,286,421,211,118,378,673,81,69
"MIR7-3HG",4,14,2,0,42,0,100,48,0,0
"LINC00665",834,1058,874,1103,405,393,75,253,60,179
"LINC01535",14,18,27,24,2,0,0,38,5,2
"ENSG00000289471",0,0,0,0,0,0,0,0,2,0
"LINC00662",31,26,54,48,61,100,102,136,59,112
"ENSG00000167747",150,338,260,474,216,633,240,503,894,1397
"LOC105372295",0,0,0,0,2,2,16,2,2,2
"ENSG00000268061",0,0,0,4,0,0,0,2,0,6
"LNROP",0,0,0,0,0,0,0,6,4,3
"CLEC4GP1",21,51,38,22,41,54,15,7,0,26
"CYKILR",3,1,4,9,6,3,3,0,2,14
"ZNF606-AS1",1,10,0,0,2,60,8,35,4,8
"ENSG00000288830",0,0,0,0,0,0,0,4,2,0
"DNMT1",54324,30616,80238,41167,77083,29530,24333,9650,137,547
"DOCK6",4,20,8,2,8,6,0,4,33,49
"ENSG00000267082",0,0,0,0,0,0,0,0,3,0
"ENSG00000267174",109,108,150,130,53,0,28,0,0,5
"EFNA2",0,0,0,0,0,2,0,0,0,0
"ADAMTSL5",4,8,5,7,2,19,0,6,12,20
"ZNF614",32,18,68,94,42,48,350,450,215,186
"ZNF432",56,56,40,36,30,4,80,166,60,36
"ENSG00000275055",0,0,2,1,0,0,0,0,1,2
"ENSG00000260160",0,0,0,0,0,0,2,4,0,0
"ZNF841",32,34,26,5,52,16,281,264,21,51
"ENSG00000270248",6,6,16,4,3,4,0,2,0,0
"ZNF616",117,272,175,184,148,630,239,325,7,36
"ENSG00000267827",0,0,0,0,0,0,0,0,0,0
"ENSG00000268458",0,0,0,0,0,0,0,0,0,0
"ENSG00000243680",12,0,12,4,6,4,54,36,78,48
"ZNF836",0,20,12,0,0,2,12,0,45,22
"ENSG00000267927",0,0,0,0,0,0,0,0,0,0
"MIR6801",0,0,0,0,0,0,0,0,0,0
"ENSG00000268015",0,0,0,0,0,0,0,0,2,2
"VN1R99P",0,0,0,0,0,0,0,0,0,0
"ENSG00000207265",0,0,0,0,0,0,0,0,0,0
"ZNF766",150,322,328,257,145,134,361,878,158,125
"MIR643",0,0,0,0,0,0,0,0,0,0
"ENSG00000269102",0,0,0,0,0,0,0,2,0,0
"ZNF480",0,0,0,0,10,2,119,190,932,702
"ENSG00000269535",0,0,0,0,0,0,0,0,6,2
"ZNF610",324,445,474,439,328,322,80,142,38,6
"ZNF880",160,141,140,112,61,235,280,480,153,111
"ZNF528-AS1",0,0,17,8,0,1,52,146,22,22
"ENSG00000277977",0,0,0,0,0,0,2,0,0,0
"ZNF528",134,167,292,328,137,326,141,145,17,44
"ENSG00000269776",0,0,0,0,0,0,0,0,0,0
"ZNF534",156,288,194,250,162,124,360,517,210,89
"ENSG00000288253",132,122,20,90,40,0,134,265,2,0
"PPP2R1A",97,69,188,142,135,129,160,191,310,521
"ENSG00000271049",0,0,0,0,10,0,0,0,0,0
"ENSG00000252230",0,0,0,0,0,0,1,0,0,1
"ENSG00000268683",0,0,0,0,0,0,0,0,2,1
"ENSG00000279971",0,0,0,0,0,0,0,0,0,0
"ENSG00000269811",0,0,0,0,0,0,0,0,0,0
"ENSG00000279329",0,0,2,2,1,0,1,0,4,0
"ZNF302",227,163,163,259,86,58,209,288,57,29
"ENSG00000274104",15,2,6,6,2,0,0,0,2,0
"ZNF181",358,391,425,355,215,192,14,2,14,0
"ZNF599",46,128,102,82,30,0,6,120,3,28
"ENSG00000270281",0,0,0,0,0,0,0,2,0,0
"LINC01801",0,0,0,0,0,0,0,0,5,0
"ENSG00000270876",0,0,0,2,0,0,1,0,0,0
"HPN-AS1",0,0,2,0,0,0,2,2,1,2
"ENSG00000275540",0,0,0,0,0,0,0,4,1,2
"ENSG00000286080",0,0,0,0,0,0,0,18,1,0
"ENSG00000271499",0,0,0,0,0,22,0,0,0,0
"ENSG00000266904",10,8,4,0,14,0,19,28,0,10
"ENSG00000287533",0,0,0,0,0,0,0,0,0,0
"ENSG00000267581",0,0,0,0,0,0,0,0,0,0
"ENSG00000267693",0,0,0,0,0,0,3,0,0,0
"ZNF506",600,948,1136,642,354,295,935,1852,117,110
"ENSG00000267481",7,0,1,0,0,0,0,0,4,2
"BNIP3P9",0,0,0,0,0,0,0,0,0,0
"ZNF253",7,7,12,12,17,2,144,487,90,229
"BNIP3P10",0,0,0,0,0,0,0,0,0,1
"ENSG00000267565",0,2,0,0,0,0,0,0,0,0
"ZNF93",1335,2690,1677,2560,1036,900,1465,1177,412,338
"BNIP3P47",0,0,0,0,0,0,0,0,0,0
"ENSG00000274800",0,0,0,0,0,0,4,0,0,0
"ZNF793-AS1",53,26,47,104,56,0,8,62,27,29
"ZFP30",66,52,44,56,18,0,24,43,36,24
"ZNF577",21,29,42,5,2,8,59,8,24,36
"ZNF350-AS1",0,0,10,0,8,0,40,127,2,4
"IFNL4",0,0,0,0,2,0,0,0,0,0
"ENSG00000290031",0,0,0,12,0,0,0,0,0,0
"ENSG00000269246",0,0,0,0,0,0,6,0,2,4
"KIR2DS4",0,0,0,0,0,0,2,0,3,2
"LOC100887072",0,0,0,0,0,0,0,0,0,0
"ZSCAN22",34,42,26,12,14,42,0,50,12,80
"MIR6806",0,0,0,0,0,0,0,0,0,0
"A1BG",0,0,0,0,0,0,1,0,0,0
"ENSG00000268230",0,0,0,0,0,41,0,8,0,2
"A1BG-AS1",2,0,0,0,0,3,0,0,0,2
"ENSG00000279611",0,0,0,0,0,0,0,0,0,2
"ZNF497",0,0,4,0,2,0,0,0,1,2
"ENSG00000268049",0,0,0,0,0,0,0,0,2,0
"ENSG00000269054",2,0,0,0,0,0,0,0,4,0
"ENSG00000252211",0,0,0,0,0,0,0,0,0,0
"ZNF837",0,0,0,0,0,0,2,4,2,2
"RPS5",1984,3652,4192,4072,4010,3650,8512,17927,11610,16508
"MIR4754",0,0,0,0,0,0,0,0,0,0
"RNF225",0,0,0,0,0,0,0,0,0,0
"LINC02560",0,0,0,0,0,0,0,0,6,2
"ZNF584",58,36,98,20,57,19,131,88,33,10
"ENSG00000232098",0,0,0,8,0,0,12,18,0,16
"ENSG00000268543",0,0,0,0,0,0,0,0,0,0
"ENSG00000268912",0,0,4,6,0,0,0,0,4,0
"ZNF132",20,96,104,8,42,70,34,159,2,0
"ENSG00000269473",4,0,0,0,10,2,42,62,0,0
"ZNF324B",0,0,0,0,0,0,4,0,0,0
"ZNF324",16,18,52,88,34,36,6,84,10,8
"ZNF446",0,12,0,0,0,0,0,2,13,0
"ENSG00000269106",0,0,0,0,0,0,0,0,0,0
"SLC27A5",22,27,16,37,9,6,3,0,14,28
"RNU6-1337P",0,0,0,0,0,0,0,0,0,0
"RN7SL693P",0,0,0,0,0,0,0,0,0,0
"ENSG00000273901",0,1,0,0,0,0,0,0,0,0
"ZBTB45",14,12,35,24,12,0,4,4,18,16
"LOC124900424",0,0,0,0,0,0,0,0,0,0
"LINC00661",0,0,0,0,0,1,0,0,0,2
"ENSG00000280412",0,0,0,0,0,0,0,0,0,0
"LINC00905",0,0,2,2,0,0,0,0,4,0
"ENSG00000267609",0,0,0,0,0,0,0,0,0,0
"ENSG00000277766",0,0,0,0,0,0,0,0,0,0
"DPP9",14,4,16,0,4,2,9,3,16,69
"PMIS2",0,0,0,0,0,0,0,0,0,0
"LOC105372432",0,0,0,0,0,0,0,0,0,0
"PPP1R15A",44,46,32,60,38,4,158,182,64,58
"SIGLEC16",0,0,0,10,0,2,0,0,3,2
"ENSG00000286138",0,0,0,0,8,0,25,0,0,0
"SNAPC2",42,70,52,82,48,4,52,82,12,4
"SMARCA4",75,36,60,98,64,72,24,50,222,238
"MAST3",2,19,28,5,0,16,43,107,0,0
"ENSG00000287001",0,0,2,0,0,0,0,4,78,434
"MYH14",6,6,3,10,1,0,0,2,10,5
"ENSG00000289950",0,0,0,0,0,0,0,0,1,0
"COMP",1,0,0,1,2,0,0,0,6,4
"UPF1",20,54,60,48,26,6,48,114,28,58
"ZNF561-AS1",0,0,0,0,0,0,0,2,0,5
"OLFM2",12,4,10,2,22,4,18,14,0,0
"CEACAMP7",0,0,0,0,0,0,0,0,0,0
"PSG11",6,0,0,0,0,0,0,0,0,2
"ENSG00000236932",0,0,0,0,2,0,0,0,2,0
"PSG2",0,0,0,0,0,0,0,0,2,4
"CEACAMP9",0,0,0,0,0,0,0,0,0,0
"PSG3",0,0,0,0,0,0,3,0,1,0
"PSG8",0,0,0,0,0,0,0,0,8,0
"ENSG00000238092",0,0,0,0,2,0,0,0,0,0
"PSG8-AS1",19,11,32,43,24,45,4,6,0,0
"PSG1",0,0,3,0,0,0,0,0,0,0
"CYTH2",34,61,34,69,20,12,22,73,71,122
"TCF3",86,82,108,105,64,4,17,64,80,64
"ACTN4",12,40,18,22,22,24,24,63,87,76
"AP2A1",20,7,20,51,31,25,15,8,80,4
"OR1AB1P",0,0,0,0,0,0,0,0,0,0
"ENSG00000267517",0,0,0,0,0,0,0,0,2,0
"TPM4",0,0,8,2,6,0,0,0,1199,2019
"ENSG00000279198",0,0,0,0,0,0,0,0,0,2
"ENSG00000267373",0,0,0,0,0,0,0,0,0,0
"RAB8A",67,155,77,155,72,41,57,74,229,349
"ENSG00000269243",0,0,0,2,0,0,0,0,0,0
"OR4G1P",0,0,0,0,0,0,0,0,0,0
"ENSG00000290363",0,0,0,0,0,0,0,0,0,0
"ENSG00000281379",0,0,0,0,0,0,0,0,0,0
"ENSG00000290384",0,0,0,0,0,0,0,0,0,0
"ENSG00000268758",0,0,0,0,0,0,0,0,0,0
"ENSG00000290427",0,0,0,0,0,0,0,0,0,0
"ENSG00000267343",0,0,0,0,0,0,0,14,0,0
"ENSG00000290463",0,0,0,0,0,0,0,0,0,0
"OR7A1P",0,0,0,0,0,0,0,0,0,0
"ENSG00000290507",0,0,0,0,0,0,0,0,0,0
"ENSG00000269332",0,0,0,0,0,0,0,0,0,0
"GOLGA2P9",0,0,0,0,0,0,0,0,0,0
"ENSG00000267623",0,0,0,0,0,0,0,0,0,0
"ENSG00000290593",0,0,0,0,0,0,0,0,0,0
"ENSG00000269516",0,0,0,0,0,0,0,0,3,0
"ENSG00000290595",0,0,0,0,0,0,0,0,0,0
"ENSG00000268153",0,0,0,0,0,0,0,0,0,0
"LOC100129935",0,0,0,0,0,0,0,0,0,92
"ENSG00000283269",0,0,3,0,0,0,0,3,1,5
"LOC100420587",0,3,1,0,2,0,0,0,0,2
"ENSG00000283525",0,0,0,0,0,0,0,0,1,0
"ENSG00000290609",0,0,0,0,0,0,0,0,0,0
"ENSG00000130612",0,0,0,0,0,0,0,0,0,0
"CYP2G1P",0,0,0,0,1,0,0,0,2,0
"ENSG00000172148",0,0,0,0,0,0,0,0,0,0
"ENSG00000290701",0,0,0,0,0,0,0,0,0,0
"OR7E19P",0,0,0,0,0,0,0,0,0,0
"ENSG00000240225",0,0,0,0,0,0,0,0,0,0
"ZNF542P",88,71,78,102,61,124,38,99,29,18
"ENSG00000123870",0,0,1,0,0,0,6,0,0,0
"ENSG00000225868",0,0,0,0,0,0,0,0,0,0
"WDR87BP",0,9,0,1,0,1,0,0,4,0
"ENSG00000283251",0,0,0,0,0,0,0,0,0,0
"ENSG00000268864",0,0,0,0,0,0,0,0,2,1
"LOC284379",0,0,0,0,0,0,0,0,2,0
"ENSG00000214189",0,0,0,0,0,0,0,0,0,0
"ENSG00000290812",41,92,97,96,48,40,8,10,0,25
"OR7E25P",0,0,0,0,0,0,0,0,0,0
"ENSG00000290821",16,10,20,2,2,2,2,0,0,0
"ENSG00000268849",0,0,0,0,0,0,0,0,0,0
"ENSG00000290859",0,0,0,0,0,0,0,0,0,3
"ENSG00000197588",0,0,0,0,0,0,0,0,0,0
"KLKP1",0,0,0,0,4,0,0,19,4,0
"ENSG00000104970",0,0,0,0,0,0,0,0,0,0
"KIR3DX1",0,0,0,0,0,0,0,0,0,2
"ENSG00000269118",0,0,0,0,38,5,14,4,2,0
"ENSG00000290987",0,0,0,0,7,10,15,0,0,0
"ENSG00000196381",0,0,0,0,0,0,0,0,0,0
"ZNF781",6,22,5,0,0,0,0,11,2,6
"ENSG00000239736",0,0,0,0,0,0,0,0,0,0
"ENSG00000267453",0,0,0,0,0,0,0,0,0,0
"ENSG00000291059",0,0,0,0,0,0,0,0,0,0
"ENSG00000256612",0,0,0,0,0,0,0,0,0,0
"CYP2B7P",0,0,0,0,0,0,0,0,0,0
"ENSG00000226025",0,0,0,0,0,0,0,0,0,0
"LGALS17A",0,0,0,0,0,0,0,0,0,6
"ENSG00000267640",0,0,0,0,0,0,0,0,2,6
"ENSG00000291089",2,0,0,8,0,1,28,1,2,4
"ENSG00000234773",0,0,0,0,0,0,0,15,0,0
"LOC100289333",11,10,1,12,11,84,35,70,1,6
"ENSG00000171101",0,0,0,0,0,0,0,0,0,0
"SIGLEC17P",2,0,0,0,0,0,0,0,2,0
"ENSG00000214855",0,0,0,0,0,0,0,0,0,0
"APOC1P1",0,0,0,0,0,0,0,13,13,32
"ENSG00000231205",0,0,0,0,0,0,0,0,0,0
"ZNF826P",4,31,4,14,37,16,323,734,184,285
"ENSG00000269001",0,0,0,0,0,0,14,0,0,0
"ENSG00000291131",2,0,0,2,2,0,28,120,9,12
"ENSG00000167798",0,0,0,0,0,0,0,1,0,0
"C3P1",0,0,0,0,0,0,0,0,2,0
"ENSG00000267419",0,0,0,0,0,0,0,0,0,0
"ZNF56P",0,0,1,1,5,9,14,46,4,4
"ENSG00000131401",0,0,0,0,0,0,0,0,0,0
"ENSG00000224689",0,0,0,0,0,0,0,0,0,0
"ENSG00000291231",0,0,1,0,6,1,0,18,1,0
"ENSG00000248257",0,0,0,0,0,0,0,0,0,0
"PSG10P",5,2,8,9,7,3,0,0,0,0
"ENSG00000289967",0,0,0,0,0,0,0,0,0,0
"LINC01530",4,16,17,19,0,0,0,2,0,0
"ENSG00000105501",0,0,0,0,0,0,0,0,0,0
"RPS29P27",0,0,0,0,0,0,0,0,0,0
"LGALS14",0,0,0,0,0,0,0,0,0,0
"ENSG00000278813",0,0,0,0,0,0,0,0,0,0
"CLC",0,0,0,0,16,0,162,403,0,1
"FOSB",60,146,32,94,74,4,22,12,10,36
"VASP",2,4,12,8,12,6,30,72,115,106
"ENSG00000261526",0,0,0,0,0,0,26,53,11,34
"SCAMP4",2,0,0,24,27,0,91,586,19,47
"ENSG00000267611",0,0,0,0,0,0,0,0,0,0
"ENSG00000267725",0,0,0,0,0,0,0,0,1,0
"GPATCH1",220,318,256,388,168,294,44,40,67,84
"CEBPA",0,0,4,0,0,0,0,0,21,60
"ENSG00000267223",0,0,0,0,0,0,0,0,0,0
"ZNF536",0,0,0,0,3,0,9,30,0,0
"ENSG00000289187",0,0,0,0,0,0,0,0,0,0
"ENSG00000280061",0,0,0,0,0,0,0,0,0,0
"ENSG00000267760",0,0,0,0,5,0,0,0,0,0
