"","zygote_r1","zygote_r2","twoC_r1","twoC_r2","fourC_r1","fourC_r2","eightC_r1","eightC_r2","ICM_r1","ICM_r2"
"ENSG00000184414",0,0,0,0,2,0,0,0,0,0
"ENSG00000205307",0,0,0,0,0,0,0,0,0,0
"ENSG00000274272",0,0,0,0,0,0,0,0,0,0
"ENSG00000106336",0,0,0,0,0,2,2,0,0,0
"ENSG00000283267",0,0,0,0,0,0,0,0,0,2
"ENSG00000284292",0,0,0,0,0,0,0,0,0,0
"ENSG00000241685",20,33,33,34,20,15,17,50,192,214
"ENSG00000130429",2,3,3,6,1,0,0,1,7,9
"ENSG00000106244",136,224,262,297,153,156,69,146,204,219
"ENSG00000106245",159,273,153,452,253,468,2325,5054,1112,1223
"ENSG00000146834",20,22,14,32,34,52,11,1,0,0
"ENSG00000289691",0,0,0,0,0,0,0,0,0,2
"ENSG00000289690",17,18,23,19,33,20,10,20,0,0
"ENSG00000230358",0,0,0,0,0,0,0,0,0,0
"ENSG00000166925",0,0,4,0,22,0,0,0,6,0
"ENSG00000188707",0,5,0,0,0,0,0,0,10,2
"ENSG00000242258",8,2,0,0,0,0,0,0,4,0
"ENSG00000178809",0,0,0,0,0,0,0,0,0,0
"ENSG00000288976",8,6,4,14,6,0,0,0,0,0
"ENSG00000215045",2,0,5,1,3,0,0,0,10,0
"ENSG00000136247",47,135,124,107,68,0,15,17,67,85
"ENSG00000232581",0,0,0,0,0,0,0,0,0,0
"ENSG00000146576",66,34,32,36,26,0,10,2,12,8
"ENSG00000229881",0,0,0,0,0,0,0,0,0,0
"ENSG00000236976",0,0,2,2,6,0,4,12,16,2
"ENSG00000213643",0,0,0,0,0,0,0,0,0,0
"ENSG00000235227",0,0,0,0,0,0,0,0,0,0
"ENSG00000213644",0,0,0,0,0,0,0,0,0,0
"ENSG00000223614",0,0,0,52,212,641,3047,10362,0,0
"ENSG00000136244",0,0,0,0,0,0,0,51,57,49
"ENSG00000176125",0,0,0,0,0,0,0,0,0,0
"ENSG00000237621",0,0,0,0,0,0,0,0,0,0
"ENSG00000106603",2385,2825,3133,1935,1439,1326,816,1169,661,653
"ENSG00000229497",0,0,4,2,0,0,0,0,0,2
"ENSG00000183696",22,57,42,30,36,0,8,32,986,1803
"ENSG00000173862",0,0,0,0,0,0,0,0,0,1
"ENSG00000227481",0,0,0,0,0,0,0,0,0,0
"ENSG00000236494",0,0,0,0,0,0,0,0,0,0
"ENSG00000233219",0,0,0,0,0,0,0,0,2,0
"ENSG00000286300",0,2,0,0,0,0,0,0,0,2
"ENSG00000213205",2,6,0,2,3,16,10,0,2,0
"ENSG00000164619",56,31,72,54,35,19,30,11,6,0
"ENSG00000284691",4,0,0,0,0,0,6,0,2,0
"ENSG00000285964",0,0,0,5,14,0,8,0,0,0
"ENSG00000164692",0,0,0,28,0,0,4,2,2,1
"ENSG00000222870",0,0,0,0,0,0,0,0,0,0
"ENSG00000127995",199,224,188,174,80,14,6,7,241,71
"ENSG00000106609",1068,1345,1321,1300,876,462,463,410,266,394
"ENSG00000275878",0,0,0,0,0,0,0,0,0,0
"ENSG00000233383",0,0,0,0,0,0,0,0,0,0
"ENSG00000266525",0,0,0,0,0,0,0,0,0,0
"ENSG00000153814",2349,3419,2190,2718,1423,1919,326,656,34,28
"ENSG00000287489",0,0,0,0,0,0,0,0,0,0
"ENSG00000206623",0,0,0,0,0,0,0,0,0,0
"ENSG00000234336",0,0,0,0,0,0,0,0,2,0
"ENSG00000174495",0,0,0,0,0,0,0,0,0,0
"ENSG00000126524",1,4,0,0,115,421,1140,2163,1052,1509
"ENSG00000230626",0,0,0,0,0,0,0,0,0,2
"ENSG00000205238",8,8,1,3,3,10,0,10,5,8
"ENSG00000184616",2,2,0,0,0,0,0,0,0,0
"ENSG00000122548",0,0,0,8,0,0,0,0,0,0
"ENSG00000280255",0,0,0,0,0,0,0,0,0,0
"ENSG00000233760",0,0,0,0,0,0,0,0,4,2
"ENSG00000286507",63,130,115,110,57,50,7,8,0,0
"ENSG00000086300",174,421,256,294,159,22,22,94,90,13
"ENSG00000289042",0,0,0,0,0,0,0,2,18,20
"ENSG00000010270",728,1230,878,704,365,178,93,0,168,210
"ENSG00000227191",0,0,0,0,0,0,0,0,0,0
"ENSG00000211687",0,0,0,0,0,0,0,0,0,0
"ENSG00000211688",0,0,0,0,0,0,0,0,0,0
"ENSG00000211690",0,0,0,0,0,0,0,0,0,0
"ENSG00000211691",0,0,0,0,0,0,0,0,0,0
"ENSG00000211692",0,0,0,0,0,0,0,0,0,0
"ENSG00000211693",0,0,0,0,0,0,0,0,0,0
"ENSG00000231202",0,0,0,0,0,0,0,0,0,0
"ENSG00000289366",0,0,0,0,0,0,0,0,0,0
"ENSG00000211694",0,0,0,0,0,0,0,0,0,0
"ENSG00000231916",0,0,0,0,0,0,0,0,2,0
"ENSG00000211695",0,0,0,0,10,0,0,0,0,0
"ENSG00000225992",0,0,0,0,0,0,0,0,0,0
"ENSG00000272908",0,3,0,0,3,0,0,0,2,0
"ENSG00000211696",26,10,17,12,0,0,4,0,0,0
"ENSG00000249978",0,0,1,0,0,0,0,0,0,0
"ENSG00000226212",0,0,0,0,0,0,0,0,0,0
"ENSG00000228668",0,0,0,0,0,0,0,0,0,0
"ENSG00000211697",0,0,0,0,0,0,0,0,0,0
"ENSG00000211698",0,0,0,0,0,0,0,0,10,0
"ENSG00000211699",0,0,0,0,0,0,0,0,2,0
"ENSG00000233306",0,0,0,0,0,0,0,0,0,0
"ENSG00000211701",0,0,0,0,0,0,0,0,2,0
"ENSG00000211689",0,0,0,0,0,0,0,0,0,0
"ENSG00000289746",0,0,0,0,0,0,0,0,0,0
"ENSG00000180347",128,95,84,70,116,142,20,59,5,1
"ENSG00000285912",0,0,0,0,0,0,0,0,0,0
"ENSG00000212590",0,0,0,0,0,0,0,0,0,0
"ENSG00000196584",188,246,148,154,42,188,91,184,169,204
"ENSG00000214003",0,0,0,0,71,95,53,166,5,0
"ENSG00000244328",0,0,0,0,0,0,1,0,0,0
"ENSG00000228005",0,0,0,0,0,0,0,0,0,0
"ENSG00000231681",0,0,0,0,0,0,0,0,0,0
"ENSG00000235620",0,0,0,0,0,0,0,0,4,0
"ENSG00000285165",0,0,0,0,0,0,0,11,0,0
"ENSG00000200815",2,0,0,0,0,0,0,0,0,0
"ENSG00000132436",1863,3107,2659,2577,1404,1770,540,1269,102,78
"ENSG00000132437",0,0,0,0,0,0,18,32,8,4
"ENSG00000226122",0,0,0,0,0,0,0,0,3,0
"ENSG00000185811",0,0,0,0,0,0,0,13,4,2
"ENSG00000275743",0,0,0,0,6,0,0,0,0,0
"ENSG00000276819",4,7,0,0,0,0,0,0,2,0
"ENSG00000275243",0,0,0,0,0,0,0,0,0,0
"ENSG00000277880",7,2,0,0,0,0,0,0,0,0
"ENSG00000276557",0,7,6,17,10,0,0,0,0,0
"ENSG00000211746",6,0,4,4,2,0,0,0,0,0
"ENSG00000211747",39,85,35,36,60,50,17,22,0,0
"ENSG00000251578",0,0,0,0,0,0,0,0,0,0
"ENSG00000240578",0,0,0,0,0,0,0,0,0,0
"ENSG00000211749",2,4,0,24,20,0,4,0,0,0
"ENSG00000211750",0,0,0,0,0,0,0,0,0,0
"ENSG00000282499",0,0,0,0,0,0,0,0,0,0
"ENSG00000239992",0,0,0,0,0,11,0,0,0,0
"ENSG00000249912",0,0,0,0,0,0,4,0,0,0
"ENSG00000241911",9,23,8,0,14,30,0,0,5,0
"ENSG00000211752",0,1,6,24,0,0,0,0,0,0
"ENSG00000211753",0,0,0,0,0,0,0,0,0,0
"ENSG00000244273",0,0,0,0,0,0,0,0,0,0
"ENSG00000286831",0,0,0,0,0,0,0,0,0,0
"ENSG00000232869",0,0,0,0,0,0,0,0,0,0
"ENSG00000204983",0,3,3,0,0,0,1,0,6,0
"ENSG00000198286",0,0,6,0,0,0,2,0,5,2
"ENSG00000277149",218,242,266,80,227,103,394,874,24,44
"ENSG00000250474",0,0,0,0,0,0,2,0,1,0
"ENSG00000225935",0,0,0,0,0,0,0,0,0,0
"ENSG00000091137",4,0,0,0,14,0,2,0,2,0
"ENSG00000105879",571,1026,726,1132,354,493,379,1594,207,259
"ENSG00000091138",0,0,0,0,4,0,0,0,2,0
"ENSG00000160999",0,0,2,0,0,0,0,2,1,4
"ENSG00000106628",50,42,12,66,6,0,18,25,235,258
"ENSG00000155530",72,56,68,54,80,257,14,0,4,13
"ENSG00000231098",0,2,0,0,0,0,0,1,6,0
"ENSG00000205060",24,112,34,34,94,0,20,102,230,300
"ENSG00000229177",0,0,0,0,0,0,0,0,0,0
"ENSG00000286725",0,6,0,0,1,0,0,0,0,0
"ENSG00000270933",0,0,0,0,0,0,0,0,8,2
"ENSG00000199085",0,0,0,0,0,0,0,0,0,0
"ENSG00000122566",410,627,512,818,1324,2040,6325,15783,5516,6721
"ENSG00000197362",26,26,27,26,6,0,14,32,0,2
"ENSG00000204947",60,50,58,108,48,94,2,0,2,14
"ENSG00000240877",0,0,6,0,0,0,2,0,0,0
"ENSG00000155660",145,118,142,92,148,118,38,16,179,192
"ENSG00000289760",0,0,0,0,0,0,0,0,0,0
"ENSG00000280828",0,0,0,0,0,0,0,0,2,0
"ENSG00000242588",0,16,0,1,0,0,6,15,73,67
"ENSG00000224469",0,0,0,0,0,0,0,0,0,0
"ENSG00000105894",2041,3515,1988,3718,1125,1734,366,704,1107,2451
"ENSG00000105851",23,45,80,35,38,13,11,12,4,0
"ENSG00000201990",0,0,0,0,0,0,0,0,0,0
"ENSG00000106305",474,756,602,686,375,273,109,126,311,630
"ENSG00000207217",0,0,0,0,0,0,2,1,0,0
"ENSG00000157999",0,0,0,4,0,0,0,0,12,0
"ENSG00000001626",2086,2192,2463,2452,987,1330,515,531,26,15
"ENSG00000266794",0,0,0,0,0,0,0,1,0,0
"ENSG00000205413",0,6,0,0,0,0,0,2,3,0
"ENSG00000188175",0,0,0,0,0,0,0,0,0,0
"ENSG00000177409",14,0,0,0,0,0,0,0,4,4
"ENSG00000271522",0,0,0,0,0,0,0,0,0,0
"ENSG00000229858",0,0,0,0,0,0,0,0,0,0
"ENSG00000240680",0,0,0,0,0,0,0,0,0,0
"ENSG00000232716",0,0,0,0,0,0,0,0,0,0
"ENSG00000233559",0,2,0,0,0,0,0,2,0,0
"ENSG00000284032",0,0,0,0,0,0,0,0,0,0
"ENSG00000283797",0,0,0,0,0,0,0,0,0,0
"ENSG00000271204",0,0,0,0,0,0,0,0,4,6
"ENSG00000273319",0,0,2,0,0,0,0,0,2,2
"ENSG00000199627",0,0,0,0,0,0,0,0,0,0
"ENSG00000233287",0,0,0,0,0,0,0,0,0,0
"ENSG00000235503",0,0,0,0,0,0,0,0,0,0
"ENSG00000170381",74,99,58,51,85,58,32,102,4,8
"ENSG00000285398",0,0,0,0,0,0,0,0,0,0
"ENSG00000230617",0,0,0,0,0,0,0,0,0,0
"ENSG00000230244",0,0,0,0,0,0,0,0,0,0
"ENSG00000122512",62,110,94,270,84,14,40,32,55,65
"ENSG00000169402",2,17,9,2,15,54,50,14,0,6
"ENSG00000241149",0,0,0,0,36,253,807,2592,12,0
"ENSG00000197461",126,252,96,232,68,30,30,92,279,340
"ENSG00000155026",7,7,22,10,21,43,61,25,0,8
"ENSG00000135175",85,99,46,127,31,87,0,6,1,0
"ENSG00000283247",345,329,268,351,162,56,18,0,2,0
"ENSG00000200857",0,0,0,0,0,0,0,0,0,0
"ENSG00000234215",0,0,0,0,14,0,0,0,0,4
"ENSG00000158321",183,132,194,90,65,114,46,58,20,20
"ENSG00000236978",0,0,4,14,4,0,0,0,0,0
"ENSG00000289788",0,0,0,0,0,0,0,0,2,0
"ENSG00000146648",0,0,0,0,0,0,2,0,15,0
"ENSG00000128604",0,0,0,0,0,0,0,0,4,0
"ENSG00000179406",46,47,56,72,22,8,16,12,23,48
"ENSG00000182648",1324,1569,1494,1260,772,540,180,408,10,4
"ENSG00000279853",0,0,0,0,0,0,0,0,1,2
"ENSG00000015676",57,52,108,122,48,80,21,86,28,27
"ENSG00000146677",18,22,26,44,22,20,86,180,275,218
"ENSG00000058404",6,0,0,0,2,0,0,0,9,4
"ENSG00000287019",0,0,0,0,0,0,0,0,0,0
"ENSG00000229909",0,0,0,0,0,0,0,0,0,1
"ENSG00000228303",0,0,0,0,0,0,0,2,2,0
"ENSG00000286477",0,0,0,0,0,0,0,0,0,0
"ENSG00000277174",0,0,0,0,0,0,0,0,0,0
"ENSG00000282879",0,0,0,0,0,0,0,0,0,0
"ENSG00000277253",0,0,0,0,0,2,0,0,0,0
"ENSG00000279072",4,4,12,0,4,0,2,0,4,0
"ENSG00000197990",0,6,0,0,24,20,117,77,0,0
"ENSG00000230132",0,0,0,0,0,0,0,0,0,0
"ENSG00000164740",0,0,0,0,0,0,0,0,0,0
"ENSG00000228645",0,0,0,0,0,0,0,0,0,0
"ENSG00000214660",0,0,0,0,0,0,0,0,0,0
"ENSG00000223566",0,0,0,0,0,0,0,0,1,0
"ENSG00000265214",0,0,0,0,0,0,0,0,0,0
"ENSG00000226401",13,17,0,15,4,2,8,0,0,0
"ENSG00000226411",0,0,0,1,0,0,1,0,0,0
"ENSG00000271466",0,0,0,0,0,21,0,0,0,2
"ENSG00000227397",0,0,0,0,0,0,11,2,1,0
"ENSG00000236574",0,0,0,0,0,0,0,0,0,0
"ENSG00000225451",0,0,0,0,0,0,0,13,0,0
"ENSG00000236299",0,0,0,0,0,0,0,2,2,0
"ENSG00000235720",15,20,2,8,12,0,48,39,6,8
"ENSG00000226342",0,0,0,0,0,0,0,0,0,0
"ENSG00000227910",20,52,42,31,48,0,2,17,0,0
"ENSG00000287588",0,0,0,1,0,0,0,0,0,0
"ENSG00000213645",0,0,0,0,0,0,0,0,0,0
"ENSG00000233173",0,0,0,0,0,2,0,0,0,2
"ENSG00000231264",0,0,0,0,0,0,0,0,0,0
"ENSG00000284534",0,0,0,0,0,0,0,0,0,0
"ENSG00000228660",0,0,0,0,0,0,0,0,0,0
"ENSG00000230639",0,0,0,0,0,0,0,0,0,0
"ENSG00000176232",0,0,0,0,0,0,0,0,0,0
"ENSG00000278577",0,0,0,0,0,0,0,0,0,0
"ENSG00000289269",10,4,0,4,0,0,2,2,20,26
"ENSG00000065883",202,142,180,212,78,46,134,101,298,236
"ENSG00000005483",541,649,476,924,549,455,231,530,319,427
"ENSG00000223475",0,0,0,0,0,0,0,0,0,2
"ENSG00000233977",0,0,0,0,0,0,0,0,4,0
"ENSG00000231394",0,0,0,0,0,0,0,0,0,0
"ENSG00000234844",0,0,0,1,0,0,0,0,0,0
"ENSG00000235207",0,0,0,0,0,0,0,0,2,0
"ENSG00000231317",0,0,0,0,0,0,0,0,0,2
"ENSG00000252857",0,0,0,0,0,0,0,0,0,0
"ENSG00000275853",0,0,0,0,0,0,0,0,4,0
"ENSG00000224971",68,80,81,77,56,40,30,48,22,16
"ENSG00000237799",0,0,0,0,0,0,0,2,2,0
"ENSG00000275875",0,0,0,0,4,0,0,0,0,0
"ENSG00000273720",0,0,0,0,0,0,0,0,0,0
"ENSG00000226278",118,166,156,119,68,47,71,53,139,125
"ENSG00000206729",0,0,0,0,0,0,0,0,0,0
"ENSG00000154997",24,34,6,30,28,22,10,100,4,8
"ENSG00000235738",0,0,0,0,0,0,0,0,0,0
"ENSG00000225270",0,0,0,0,0,0,0,0,0,0
"ENSG00000229762",0,0,0,0,0,0,0,0,0,0
"ENSG00000225018",0,4,2,1,0,0,4,6,0,0
"ENSG00000227499",0,0,0,0,0,0,4,0,2,0
"ENSG00000289836",0,0,0,0,0,0,0,0,0,0
"ENSG00000288962",10,0,0,4,4,15,1,17,0,0
"ENSG00000224897",9,16,17,22,28,14,2,20,32,37
"ENSG00000287865",0,0,0,0,0,0,0,0,2,0
"ENSG00000273297",0,0,0,0,0,0,0,20,4,8
"ENSG00000229108",0,0,0,0,0,0,0,0,0,0
"ENSG00000236536",0,0,0,0,0,0,0,0,0,0
"ENSG00000278254",0,18,0,0,0,0,0,20,0,0
"ENSG00000286995",0,0,0,0,0,0,0,0,2,0
"ENSG00000232667",0,0,0,0,0,0,0,0,1,0
"ENSG00000286456",4,0,4,6,4,1,249,188,343,271
"ENSG00000225792",0,0,0,0,0,0,0,0,0,0
"ENSG00000223561",112,225,116,137,78,131,42,0,4,0
"ENSG00000282572",0,5,0,0,8,0,0,2,4,0
"ENSG00000240790",11,18,29,19,14,0,0,0,2,0
"ENSG00000289996",0,0,0,0,0,0,0,0,0,0
"ENSG00000289938",0,0,0,0,0,0,0,0,0,0
"ENSG00000288889",0,0,0,0,0,0,2,2,0,0
"ENSG00000290007",0,0,0,14,6,0,8,0,1,2
"ENSG00000237310",6,0,6,32,2,0,2,0,14,6
"ENSG00000279048",0,0,0,0,0,0,2,44,2,0
"ENSG00000290025",0,0,0,0,6,0,2,0,0,0
"ENSG00000226581",8,2,8,2,37,76,40,24,5,0
"ENSG00000289053",0,0,0,0,0,0,0,0,0,0
"ENSG00000230825",0,0,0,0,0,2,0,0,14,0
"ENSG00000237819",0,0,0,0,0,0,0,0,4,4
"ENSG00000271133",92,46,57,34,41,0,24,0,0,6
"ENSG00000225981",0,0,0,0,2,0,0,0,4,0
"ENSG00000234418",0,0,12,0,23,0,41,0,3,0
"ENSG00000234286",0,0,0,0,0,0,0,0,0,0
"ENSG00000289630",0,0,0,0,0,0,0,0,0,0
"ENSG00000289146",2,0,0,0,3,0,7,53,7,10
"ENSG00000273084",0,0,0,3,0,0,0,0,0,0
"ENSG00000290065",2,0,0,0,0,0,0,0,2,10
"ENSG00000288746",4,0,0,0,0,0,0,0,0,0
"ENSG00000290069",0,6,6,0,0,0,0,6,0,0
"ENSG00000224122",0,0,0,0,0,0,4,8,0,0
"ENSG00000281103",24,12,16,45,22,12,3,14,4,6
"ENSG00000234707",0,4,0,0,0,0,4,14,3,0
"ENSG00000237773",16,0,8,0,5,0,22,0,2,21
"ENSG00000286923",0,0,0,12,0,0,0,0,2,0
"ENSG00000228649",32,16,6,40,72,16,258,349,646,1046
"ENSG00000242593",187,115,125,150,181,305,162,106,0,2
"ENSG00000290084",0,0,0,0,0,0,0,0,0,0
"ENSG00000214870",6,4,0,4,25,12,24,20,2,0
"ENSG00000231427",0,0,0,0,0,2,0,0,2,0
"ENSG00000243836",44,65,22,67,44,89,3,0,3,0
"ENSG00000290087",0,0,0,0,0,0,0,0,0,0
"ENSG00000290090",0,0,0,0,0,0,0,0,2,0
"ENSG00000290091",0,0,0,0,0,0,4,0,0,0
"ENSG00000289189",31,48,23,49,18,37,3,0,4,1
"ENSG00000196295",22,24,50,48,24,0,32,34,39,70
"ENSG00000287860",5,18,13,21,8,0,0,0,6,0
"ENSG00000236753",36,8,0,34,20,0,0,0,24,1
"ENSG00000232533",0,0,0,2,0,45,4,0,2,16
"ENSG00000232415",0,0,0,0,0,0,0,0,0,0
"ENSG00000224057",0,0,0,0,0,0,0,0,0,2
"ENSG00000239911",0,0,4,0,0,0,0,0,2,0
"ENSG00000288749",374,372,264,276,241,76,264,208,1225,803
"ENSG00000226824",10,6,6,7,0,0,77,48,4,29
"ENSG00000234520",0,0,0,0,0,0,0,2,0,0
"ENSG00000290099",0,0,0,0,0,2,0,0,0,0
"ENSG00000290101",10,2,2,0,12,0,0,0,0,0
"ENSG00000289434",0,0,0,0,0,0,0,0,0,0
"ENSG00000232956",10,12,16,0,56,0,1374,2616,1151,1269
"ENSG00000286342",0,0,0,0,0,0,0,0,4,0
"ENSG00000236305",0,0,4,0,0,0,0,0,2,0
"ENSG00000290103",0,0,0,0,0,0,0,4,0,0
"ENSG00000288947",0,0,0,0,0,1,8,2,2,0
"ENSG00000286639",0,0,0,0,6,0,0,0,4,0
"ENSG00000290106",0,0,0,0,6,2,4,0,0,0
"ENSG00000290095",0,0,0,0,0,4,0,0,0,0
"ENSG00000236197",0,0,0,0,0,0,0,0,1,2
"ENSG00000230487",32,38,39,16,39,0,2,0,0,0
"ENSG00000182165",8,8,19,16,10,0,6,2,4,5
"ENSG00000289251",0,0,0,0,0,0,0,0,2,0
"ENSG00000288997",0,0,0,0,0,3,0,0,0,0
"ENSG00000228334",10,66,26,20,33,0,4,6,0,0
"ENSG00000231721",636,1158,485,725,271,171,101,15,32,58
"ENSG00000288882",6,8,0,11,0,0,0,0,8,0
"ENSG00000290114",4,8,8,26,6,0,0,0,0,46
"ENSG00000234456",1782,2489,1780,1590,1104,1246,170,384,4,2
"ENSG00000229153",0,0,0,0,8,60,79,93,12,11
"ENSG00000230746",0,0,0,0,4,0,0,0,0,0
"ENSG00000290116",0,0,0,0,0,0,0,0,0,0
"ENSG00000272953",0,0,0,9,0,0,0,0,0,0
"ENSG00000214293",48,44,18,38,40,123,755,1071,146,102
"ENSG00000233038",0,0,0,0,0,0,0,0,2,0
"ENSG00000227053",0,0,0,0,0,0,7,2,2,2
"ENSG00000228204",0,0,0,0,0,0,0,0,2,8
"ENSG00000201133",0,0,0,0,0,0,0,0,0,0
"ENSG00000106078",38,22,42,46,22,0,1,5,153,127
"ENSG00000231490",0,0,0,0,0,0,0,0,0,0
"ENSG00000288798",0,0,0,0,0,0,0,2,2,0
"ENSG00000227233",0,0,0,0,0,0,0,2,2,0
"ENSG00000228897",0,4,0,12,0,0,0,0,4,0
"ENSG00000227080",0,0,0,2,0,0,0,0,4,0
"ENSG00000282301",0,0,0,0,0,0,0,0,0,0
"ENSG00000244623",0,0,0,0,0,0,0,0,0,0
"ENSG00000288558",0,0,6,0,0,0,0,0,12,0
"ENSG00000272854",0,0,1,0,2,0,0,0,1,2
"ENSG00000075790",9,16,25,0,2,3,6,0,0,0
"ENSG00000238832",0,0,0,0,0,0,0,0,0,0
"ENSG00000233705",0,0,0,0,0,0,0,0,0,0
"ENSG00000241764",21,38,35,28,24,22,20,108,22,6
"ENSG00000178503",0,0,0,2,0,0,0,0,0,0
"ENSG00000187037",0,0,0,0,0,0,0,0,4,2
"ENSG00000290149",0,0,0,0,0,0,0,0,0,0
"ENSG00000086289",0,0,0,0,0,2,0,0,0,0
"ENSG00000283444",0,0,0,0,0,0,0,0,4,0
"ENSG00000225314",0,0,0,0,0,0,0,0,0,0
"ENSG00000086288",0,0,0,0,0,0,0,0,0,0
"ENSG00000276137",0,0,0,0,0,0,0,0,0,0
"ENSG00000235429",0,0,0,0,0,0,0,0,2,0
"ENSG00000235967",0,0,0,0,0,0,0,4,0,0
"ENSG00000226205",0,0,0,0,0,0,0,0,2,10
"ENSG00000131558",261,761,549,557,442,464,180,112,47,130
"ENSG00000085514",0,0,0,0,0,0,4,0,2,3
"ENSG00000106246",5,2,0,8,4,2,8,9,11,31
"ENSG00000248919",0,0,0,0,0,0,0,4,0,0
"ENSG00000223855",6,8,4,6,0,4,2,2,8,0
"ENSG00000237181",0,0,0,0,0,0,0,0,0,0
"ENSG00000164818",128,120,129,160,86,156,32,116,125,144
"ENSG00000188191",48,46,25,66,14,58,0,10,7,8
"ENSG00000232944",0,0,0,3,1,0,0,0,0,0
"ENSG00000278205",0,0,0,0,0,0,0,0,0,0
"ENSG00000225488",0,0,0,0,0,0,0,0,0,0
"ENSG00000290193",0,0,0,0,0,0,0,0,0,0
"ENSG00000261275",0,0,0,0,0,0,0,0,2,0
"ENSG00000231504",2,2,0,0,0,2,0,0,0,0
"ENSG00000223740",0,0,0,0,0,0,0,0,0,0
"ENSG00000233288",5,4,0,0,0,0,0,0,0,0
"ENSG00000224947",0,0,0,0,0,0,0,0,0,0
"ENSG00000213650",0,0,0,2,0,0,2,0,2,0
"ENSG00000234716",0,0,0,0,0,0,0,0,0,0
"ENSG00000213067",2,0,0,2,8,0,1,2,0,0
"ENSG00000271047",0,0,0,0,0,0,0,0,0,0
"ENSG00000128573",0,0,24,22,6,6,0,2,2,0
"ENSG00000176510",0,0,0,0,0,0,0,2,0,2
"ENSG00000272831",0,0,0,0,0,0,0,0,0,0
"ENSG00000289177",4,2,2,4,0,0,0,0,2,6
"ENSG00000273142",0,10,2,4,0,0,0,0,8,26
"ENSG00000196329",0,0,0,0,0,0,2,0,0,2
"ENSG00000289470",0,0,0,0,0,0,0,1,0,0
"ENSG00000290107",0,0,0,0,0,0,0,0,0,0
"ENSG00000223813",712,1010,461,973,405,500,76,196,2,0
"ENSG00000225264",0,0,0,0,1,0,4,0,1,0
"ENSG00000288973",19,23,0,0,14,0,6,0,26,6
"ENSG00000128534",450,538,792,632,440,516,774,1064,1058,992
"ENSG00000283128",0,0,1,2,0,0,0,0,2,9
"ENSG00000146910",0,0,0,4,0,5,2,1,2,0
"ENSG00000106012",14,18,12,0,10,0,0,2,14,19
"ENSG00000289352",0,0,0,0,0,0,14,8,0,0
"ENSG00000288792",0,0,0,6,0,0,0,0,0,0
"ENSG00000136295",0,0,0,0,0,0,0,2,4,6
"ENSG00000213413",0,0,0,0,0,0,0,0,0,0
"ENSG00000286075",0,0,0,0,0,0,0,0,0,0
"ENSG00000136238",2150,1761,2532,1415,1080,702,1177,1229,1011,1516
"ENSG00000226485",0,0,0,0,0,0,0,0,0,0
"ENSG00000009950",30,16,42,70,48,14,4,2,11,9
"ENSG00000225969",0,0,0,0,0,0,0,0,0,0
"ENSG00000106460",300,357,125,216,149,231,64,0,128,44
"ENSG00000273329",0,0,0,0,8,20,34,12,14,0
"ENSG00000106459",4,16,11,49,43,65,297,200,71,40
"ENSG00000288881",0,0,0,0,22,0,14,142,20,30
"ENSG00000212238",0,0,0,0,0,0,0,0,0,0
"ENSG00000286380",0,2,0,10,8,0,0,8,7,0
"ENSG00000207990",0,0,0,0,0,0,0,0,0,0
"ENSG00000199158",0,0,0,0,0,0,0,0,0,0
"ENSG00000207691",0,0,0,0,0,0,0,0,0,0
"ENSG00000290319",0,0,0,0,0,0,1,2,0,0
"ENSG00000242078",0,0,0,0,0,0,8,16,0,0
"ENSG00000186591",2126,2623,2261,1886,876,1296,232,463,212,226
"ENSG00000244036",2,32,5,0,9,0,0,9,2,0
"ENSG00000199516",0,0,0,0,0,0,0,0,0,0
"ENSG00000201109",0,0,0,0,0,0,0,0,0,0
"ENSG00000196367",37,14,74,79,38,47,125,297,102,215
"ENSG00000168255",0,0,0,0,0,0,0,2,0,0
"ENSG00000284981",0,0,0,0,0,0,0,0,0,0
"ENSG00000285437",7,2,1,6,0,0,0,11,6,9
"ENSG00000228049",0,1,1,2,4,0,4,3,14,9
"ENSG00000286315",0,0,0,0,0,0,0,16,0,0
"ENSG00000236078",0,0,2,6,86,94,30,24,6,0
"ENSG00000221845",0,0,0,0,0,0,0,0,4,0
"ENSG00000078549",4,6,0,4,5,1,0,3,4,3
"ENSG00000286487",22,12,14,33,4,0,12,0,2,2
"ENSG00000136205",10,0,3,0,1,23,65,126,108,420
"ENSG00000228878",0,0,4,1,4,0,64,22,8,0
"ENSG00000122545",1286,1766,1377,2056,1068,2355,2278,3325,2345,1986
"ENSG00000164669",0,0,0,0,0,0,0,0,0,0
"ENSG00000290545",0,0,0,0,0,0,2,0,0,0
"ENSG00000273024",0,0,0,0,0,0,0,0,0,0
"ENSG00000290553",0,0,0,0,0,0,0,0,0,0
"ENSG00000185037",0,0,0,0,2,4,7,1,0,0
"ENSG00000290558",0,0,0,0,0,2,0,0,0,0
"ENSG00000224458",0,0,0,0,0,0,0,0,2,0
"ENSG00000290564",0,0,0,0,0,0,0,0,0,2
"ENSG00000244560",0,0,0,0,0,0,0,0,0,0
"ENSG00000290600",0,0,0,0,0,0,0,0,2,0
"ENSG00000159860",0,0,0,0,0,0,0,0,0,0
"ENSG00000290602",0,0,0,0,0,0,0,0,0,0
"ENSG00000240268",0,0,0,0,0,0,0,0,0,0
"ENSG00000290605",0,0,0,0,0,0,0,0,0,0
